time,agentCount.CD8.effector,agentCount.CD8.cytotoxic,agentCount.CD8.suppressed,agentCount.Th.default,agentCount.Treg.default,agentCount.MDSC.default,agentCount.cancerCell.Stem,agentCount.cancerCell.Progenitor,agentCount.cancerCell.Senescent,agentCount.mac.M1,agentCount.mac.M2,agentCount.vas.default,agentCount.fib.default,agentCount.APC.native,agentCount.APC.native,recruit.CD8.effector,recruit.CD8.cytotoxic,recruit.CD8.suppressed,recruit.Th.default,recruit.Treg.default,recruit.MDSC.default,recruit.cancerCell.Stem,recruit.cancerCell.Progenitor,recruit.cancerCell.Senescent,recruit.mac.M1,recruit.mac.M2,recruit.vas.default,recruit.fib.default,recruit.APC.native,recruit.APC.native,prolif.CD8.effector,prolif.CD8.cytotoxic,prolif.CD8.suppressed,prolif.Th.default,prolif.Treg.default,prolif.MDSC.default,prolif.cancerCell.Stem,prolif.cancerCell.Progenitor,prolif.cancerCell.Senescent,prolif.mac.M1,prolif.mac.M2,prolif.vas.default,prolif.fib.default,prolif.APC.native,prolif.APC.native,death.CD8.effector,death.CD8.cytotoxic,death.CD8.suppressed,death.Th.default,death.Treg.default,death.MDSC.default,death.cancerCell.Stem,death.cancerCell.Progenitor,death.cancerCell.Senescent,death.mac.M1,death.mac.M2,death.vas.default,death.fib.default,death.APC.native,death.APC.native,move.CD8.effector,move.CD8.cytotoxic,move.CD8.suppressed,move.Th.default,move.Treg.default,move.MDSC.default,move.cancerCell.Stem,move.cancerCell.Progenitor,move.cancerCell.Senescent,move.mac.M1,move.mac.M2,move.vas.default,move.fib.default,move.APC.native,move.APC.native,drop_in.CD8.effector,drop_in.CD8.cytotoxic,drop_in.CD8.suppressed,drop_in.Th.default,drop_in.Treg.default,drop_in.MDSC.default,drop_in.cancerCell.Stem,drop_in.cancerCell.Progenitor,drop_in.cancerCell.Senescent,drop_in.mac.M1,drop_in.mac.M2,drop_in.vas.default,drop_in.fib.default,drop_in.APC.native,drop_in.APC.native,drop_out.CD8.effector,drop_out.CD8.cytotoxic,drop_out.CD8.suppressed,drop_out.Th.default,drop_out.Treg.default,drop_out.MDSC.default,drop_out.cancerCell.Stem,drop_out.cancerCell.Progenitor,drop_out.cancerCell.Senescent,drop_out.mac.M1,drop_out.mac.M2,drop_out.vas.default,drop_out.fib.default,drop_out.APC.native,drop_out.APC.native,PDL1_frac
177,19031,21317,490,7085,27664,838,1705,408392,71270,4270,3624,5151,0,0,0,6099,0,0,3100,0,1351,0,0,0,14901,0,0,0,0,0,30047,45035,0,8900,34552,0,1005,6043959,0,0,0,0,0,0,0,12188,27234,921,2280,9523,513,1713,381369,5795685,4316,2691,0,0,0,0,842704,1477105,22675,413058,1664007,13414,96420,32986588,8718708,429621,271374,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1436978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1431827,0,0,0,421768
178,19226,21539,499,7185,28043,845,1690,405641,71718,4278,3620,5204,0,0,0,6181,0,0,3156,0,1359,0,0,0,14955,0,0,0,0,0,30571,45615,0,9028,35084,0,1006,6064927,0,0,0,0,0,0,0,12534,27634,935,2318,9722,514,1729,385504,5814821,4344,2713,0,0,0,0,861817,1498422,23165,420156,1691714,13506,96642,33094953,8747065,431745,273196,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1442182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436978,0,0,0,421765
179,19559,21821,506,7323,28397,845,1678,403043,72037,4275,3626,5317,0,0,0,6267,0,0,3190,0,1363,0,0,0,14999,0,0,0,0,0,31223,46300,0,9199,35601,0,1009,6086023,0,0,0,0,0,0,0,12870,28079,955,2360,9910,518,1744,389692,5834008,4362,2736,0,0,0,0,881129,1519961,23664,427352,1719780,13590,96900,33204173,8775617,433847,275018,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1447499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1442182,0,0,0,422237
180,19738,21963,521,7475,28840,848,1665,399948,72379,4280,3635,5236,0,0,0,6361,0,0,3246,0,1370,0,0,0,15051,0,0,0,0,0,31727,46829,0,9377,36171,0,1010,6107160,0,0,0,0,0,0,0,13205,28517,973,2394,10085,522,1758,394002,5853588,4376,2760,0,0,0,0,900782,1541782,24170,434686,1748222,13673,97157,33313446,8804378,435993,276859,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1452735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1447499,0,0,0,422449
181,19968,22144,518,7556,29299,850,1652,397458,72452,4278,3645,5287,0,0,0,6452,0,0,3289,0,1377,0,0,0,15095,0,0,0,0,0,32335,47422,0,9489,36796,0,1012,6128722,0,0,0,0,0,0,0,13605,28970,1004,2428,10291,527,1773,398240,5873329,4399,2773,0,0,0,0,920611,1563745,24691,442168,1777098,13742,97434,33423188,8833327,438142,278687,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1458022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1452735,0,0,0,421651
182,20136,22341,522,7679,29702,854,1640,395013,72939,4271,3677,5330,0,0,0,6533,0,0,3319,0,1383,0,0,0,15148,0,0,0,0,0,32853,48004,0,9655,37378,0,1016,6150488,0,0,0,0,0,0,0,13974,29390,1027,2470,10501,529,1789,402397,5892896,4411,2789,0,0,0,0,940660,1585889,25209,449728,1806423,13817,97696,33532896,8862021,440293,280483,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1463352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1458022,0,0,0,420896
183,20499,22690,521,7797,29997,854,1620,391521,73599,4280,3692,5379,0,0,0,6614,0,0,3363,0,1385,0,0,0,15201,0,0,0,0,0,33556,48746,0,9820,37862,0,1018,6171711,0,0,0,0,0,0,0,14323,29822,1061,2518,10733,531,1811,406696,5912652,4429,2800,0,0,0,0,960877,1608230,25731,457414,1836162,13901,97939,33641845,8891098,442448,282357,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1468731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1463352,0,0,0,420396
184,20721,22865,525,7909,30305,854,1609,388913,73672,4279,3697,5480,0,0,0,6688,0,0,3407,0,1386,0,0,0,15250,0,0,0,0,0,34153,49363,0,9966,38350,0,1024,6193445,0,0,0,0,0,0,0,14709,30296,1088,2557,10952,532,1828,411074,5932543,4450,2824,0,0,0,0,981450,1630920,26252,465218,1866196,13991,98202,33751066,8920374,444588,284212,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1474211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1468731,0,0,0,420034
185,20919,23077,532,7978,30674,859,1595,385638,74081,4272,3706,5425,0,0,0,6778,0,0,3448,0,1393,0,0,0,15290,0,0,0,0,0,34733,50017,0,10076,38892,0,1028,6215083,0,0,0,0,0,0,0,15108,30779,1113,2602,11162,534,1846,415415,5952706,4471,2841,0,0,0,0,1002261,1653785,26777,473132,1896537,14087,98451,33860285,8950080,446734,286059,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1479636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1474211,0,0,0,418675
186,21011,23287,547,8070,30999,859,1580,382431,74454,4281,3702,5300,0,0,0,6876,0,0,3484,0,1395,0,0,0,15346,0,0,0,0,0,35217,50659,0,10207,39422,0,1035,6236797,0,0,0,0,0,0,0,15519,31251,1137,2650,11394,536,1868,419690,5972979,4500,2863,0,0,0,0,1023278,1676862,27309,481120,1927237,14176,98709,33968882,8980265,448909,287969,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1484936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1479636,0,0,0,416916
187,21310,23567,533,8143,31277,861,1568,379608,74602,4286,3709,5540,0,0,0,6961,0,0,3526,0,1398,0,0,0,15398,0,0,0,0,0,35881,51396,0,10332,39878,0,1039,6258764,0,0,0,0,0,0,0,15903,31752,1173,2704,11612,537,1884,424046,5993265,4519,2884,0,0,0,0,1044374,1700149,27856,489198,1958270,14283,98981,34078185,9010475,451051,289819,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1490476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1484936,0,0,0,416080
188,21604,23870,518,8217,31537,863,1552,376565,74819,4285,3727,5511,0,0,0,7058,0,0,3583,0,1402,0,0,0,15454,0,0,0,0,0,36582,52082,0,10460,40319,0,1041,6280910,0,0,0,0,0,0,0,16322,32192,1216,2759,11849,539,1902,428699,6013584,4536,2906,0,0,0,0,1065781,1723716,28389,497347,1989598,14362,99258,34187797,9040956,453232,291680,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1495987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1490476,0,0,0,415276
189,21788,24108,518,8275,31812,864,1539,373080,75297,4286,3751,5444,0,0,0,7149,0,0,3640,0,1406,0,0,0,15518,0,0,0,0,0,37165,52781,0,10562,40762,0,1044,6302732,0,0,0,0,0,0,0,16740,32701,1240,2814,12063,542,1918,433154,6033958,4567,2914,0,0,0,0,1087476,1747586,28907,505578,2021178,14442,99507,34297623,9071287,455478,293544,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1501431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495987,0,0,0,414179
190,21880,24412,536,8323,32217,865,1529,370463,74861,4308,3750,5415,0,0,0,7234,0,0,3692,0,1411,0,0,0,15571,0,0,0,0,0,37669,53483,0,10664,41332,0,1050,6324728,0,0,0,0,0,0,0,17155,33146,1257,2871,12277,546,1934,437593,6054568,4585,2928,0,0,0,0,1109349,1771694,29425,513860,2053035,14541,99726,34406254,9102096,457623,295378,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1506846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501431,0,0,0,412375
191,22073,24729,553,8381,32640,866,1515,367374,74533,4319,3751,5449,0,0,0,7324,0,0,3737,0,1416,0,0,0,15624,0,0,0,0,0,38315,54236,0,10764,41944,0,1052,6346583,0,0,0,0,0,0,0,17607,33630,1283,2919,12505,550,1950,442163,6075270,4613,2941,0,0,0,0,1131319,1796106,29961,522191,2085289,14618,99993,34515238,9132731,459772,297209,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1512295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506846,0,0,0,411236
192,22282,25044,559,8433,33052,871,1501,364393,74679,4319,3780,5528,0,0,0,7414,0,0,3786,0,1422,0,0,0,15681,0,0,0,0,0,38950,55036,0,10863,42558,0,1056,6369012,0,0,0,0,0,0,0,18063,34142,1310,2976,12746,551,1968,446907,6095790,4628,2954,0,0,0,0,1153482,1820835,30514,530585,2117965,14719,100269,34624719,9163298,461950,299086,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1517823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512295,0,0,0,410843
193,22416,25261,580,8502,33469,872,1488,360385,75931,4329,3798,5461,0,0,0,7503,0,0,3830,0,1426,0,0,0,15740,0,0,0,0,0,39529,55738,0,10977,43184,0,1060,6391485,0,0,0,0,0,0,0,18518,34662,1333,3024,12996,554,1985,451722,6116204,4646,2967,0,0,0,0,1175853,1845879,31073,539028,2151051,14809,100526,34733840,9194117,464140,300977,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1523284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1517823,0,0,0,410195
194,22543,25493,599,8595,33962,871,1468,356664,76233,4338,3797,5639,0,0,0,7586,0,0,3877,0,1429,0,0,0,15794,0,0,0,0,0,40073,56455,0,11118,43899,0,1061,6413742,0,0,0,0,0,0,0,18945,35180,1354,3078,13259,558,2006,456446,6137156,4670,2989,0,0,0,0,1198352,1871140,31653,547538,2184559,14878,100774,34842322,9225259,466357,302929,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1528923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523284,0,0,0,408383
195,22729,25814,599,8710,34390,879,1454,353194,76392,4331,3816,5603,0,0,0,7688,0,0,3931,0,1439,0,0,0,15855,0,0,0,0,0,40678,57245,0,11282,44534,0,1066,6436137,0,0,0,0,0,0,0,19382,35702,1385,3134,13513,560,2025,461193,6158115,4697,3011,0,0,0,0,1220997,1896633,32252,556145,2218563,14970,101032,34950925,9256996,468485,304787,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1534526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1528923,0,0,0,407455
196,22868,26031,618,8812,34728,885,1437,350186,76350,4334,3827,5523,0,0,0,7774,0,0,3976,0,1449,0,0,0,15911,0,0,0,0,0,41278,57967,0,11446,45108,0,1067,6458767,0,0,0,0,0,0,0,19856,36234,1412,3196,13794,564,2043,465929,6179059,4719,3031,0,0,0,0,1243812,1922447,32851,564863,2252990,15052,101294,35059302,9288540,470698,306708,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1540049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1534526,0,0,0,406115
197,22983,26280,628,8919,35069,889,1425,346720,76412,4340,3832,5706,0,0,0,7855,0,0,4034,0,1458,0,0,0,15963,0,0,0,0,0,41863,58702,0,11594,45680,0,1069,6481109,0,0,0,0,0,0,0,20325,36755,1449,3248,14072,569,2057,470707,6200027,4743,3048,0,0,0,0,1266761,1948478,33469,573688,2287763,15127,101520,35168409,9320511,472891,308623,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1545755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1540049,0,0,0,404120
198,23012,26560,661,9028,35376,897,1401,343154,76503,4330,3854,5683,0,0,0,7943,0,0,4085,0,1468,0,0,0,16021,0,0,0,0,0,42381,59527,0,11754,46238,0,1070,6503358,0,0,0,0,0,0,0,20816,37329,1473,3310,14363,571,2082,475452,6221006,4767,3070,0,0,0,0,1289832,1974758,34097,582622,2322868,15216,101767,35276518,9352322,475042,310514,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1551438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1545755,0,0,0,401743
199,23158,26742,663,9152,35732,897,1377,340026,76190,4343,3873,5836,0,0,0,8027,0,0,4133,0,1474,0,0,0,16092,0,0,0,0,0,43001,60255,0,11929,46809,0,1072,6525837,0,0,0,0,0,0,0,21304,37907,1509,3369,14618,577,2108,480247,6242131,4787,3089,0,0,0,0,1312928,2001318,34758,591661,2358281,15306,102013,35383660,9384267,477203,312448,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1557274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1551438,0,0,0,400641
200,23180,27153,671,9260,36025,899,1357,336935,76394,4355,3895,5694,0,0,0,8128,0,0,4194,0,1481,0,0,0,16165,0,0,0,0,0,43524,61138,0,12097,47353,0,1074,6548685,0,0,0,0,0,0,0,21822,38423,1541,3434,14925,582,2130,485026,6263087,4807,3108,0,0,0,0,1336187,2028060,35421,600827,2394060,15417,102264,35491700,9415972,479411,314412,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1562968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1557274,0,0,0,398969
201,23300,27402,679,9343,36389,899,1332,333421,76746,4355,3902,5814,0,0,0,8248,0,0,4256,0,1486,0,0,0,16217,0,0,0,0,0,44131,61905,0,12249,47967,0,1075,6571654,0,0,0,0,0,0,0,22343,38992,1568,3507,15233,587,2156,489965,6284279,4836,3124,0,0,0,0,1359487,2055213,36092,610098,2430136,15487,102525,35599872,9447970,481630,316435,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1568782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1562968,0,0,0,396848
202,23382,27623,694,9465,36838,903,1311,330347,76710,4371,3922,5859,0,0,0,8351,0,0,4316,0,1492,0,0,0,16283,0,0,0,0,0,44698,62666,0,12443,48644,0,1077,6594812,0,0,0,0,0,0,0,22853,39568,1595,3582,15518,589,2179,494937,6305575,4857,3133,0,0,0,0,1382890,2082615,36771,619448,2466578,15581,102780,35707033,9480405,483837,318352,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1574641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568782,0,0,0,394420
203,23511,27957,703,9563,37268,907,1292,326241,77405,4372,3915,5888,0,0,0,8472,0,0,4365,0,1497,0,0,0,16327,0,0,0,0,0,45313,63472,0,12604,49285,0,1082,6617588,0,0,0,0,0,0,0,23340,40118,1628,3653,15770,590,2203,499841,6326858,4888,3152,0,0,0,0,1406393,2110238,37465,628928,2503450,15670,103030,35815141,9512677,486066,320287,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1580529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1574641,0,0,0,391948
204,23613,28231,698,9663,37677,910,1282,322613,77353,4393,3924,5815,0,0,0,8583,0,0,4436,0,1501,0,0,0,16395,0,0,0,0,0,45907,64238,0,12760,49940,0,1084,6640351,0,0,0,0,0,0,0,23864,40654,1668,3723,16073,591,2215,504774,6348368,4908,3170,0,0,0,0,1430015,2138195,38168,638510,2540770,15771,103258,35921716,9545316,488205,322259,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1586344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1580529,0,0,0,389009
205,23697,28493,708,9798,38207,910,1268,319619,76975,4394,3945,5788,0,0,0,8681,0,0,4481,0,1504,0,0,0,16452,0,0,0,0,0,46501,65036,0,12957,50700,0,1086,6663424,0,0,0,0,0,0,0,24384,41226,1710,3790,16343,594,2231,509723,6369864,4921,3192,0,0,0,0,1453726,2166426,38866,648185,2578480,15880,103471,36028020,9578043,490437,324183,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1592132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1586344,0,0,0,386458
206,23800,28756,713,9899,38594,910,1245,316036,77435,4414,3952,5781,0,0,0,8785,0,0,4533,0,1507,0,0,0,16518,0,0,0,0,0,47128,65760,0,13142,51351,0,1086,6686461,0,0,0,0,0,0,0,24902,41753,1749,3876,16657,597,2254,514623,6391124,4942,3210,0,0,0,0,1477527,2194919,39574,657990,2616732,15984,103708,36134414,9610746,492706,326097,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1597913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1592132,0,0,0,384322
207,23891,29110,721,10000,39016,910,1230,312700,77678,4412,3967,5848,0,0,0,8909,0,0,4590,0,1510,0,0,0,16576,0,0,0,0,0,47752,66609,0,13321,51996,0,1088,6709742,0,0,0,0,0,0,0,25452,42317,1779,3955,16936,600,2271,519512,6412609,4968,3229,0,0,0,0,1501451,2223675,40287,667899,2655373,16091,103941,36240220,9644114,494909,328034,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1603761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1597913,0,0,0,381714
208,23955,29399,750,10150,39390,911,1222,308799,78238,4420,3980,5967,0,0,0,8999,0,0,4643,0,1516,0,0,0,16643,0,0,0,0,0,48319,67463,0,13532,52620,0,1091,6732993,0,0,0,0,0,0,0,25960,42920,1797,4027,17228,605,2282,524534,6434179,4994,3249,0,0,0,0,1525432,2252785,41008,677913,2694428,16194,104172,36345441,9677175,497161,329984,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1609728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1603761,0,0,0,379502
209,24047,29731,763,10291,39722,911,1202,305328,78069,4446,3970,5836,0,0,0,9105,0,0,4702,0,1518,0,0,0,16704,0,0,0,0,0,48932,68304,0,13753,53229,0,1094,6756128,0,0,0,0,0,0,0,26496,43476,1828,4114,17557,607,2305,529568,6455920,5020,3268,0,0,0,0,1549493,2282184,41758,688079,2733861,16299,104399,36450286,9710743,499419,332036,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1615564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609728,0,0,0,376773
210,24151,30107,768,10439,40035,913,1181,302094,78090,4471,3990,5880,0,0,0,9234,0,0,4750,0,1524,0,0,0,16790,0,0,0,0,0,49557,69165,0,13968,53800,0,1098,6779456,0,0,0,0,0,0,0,27044,44015,1871,4187,17857,611,2330,534714,6477315,5042,3287,0,0,0,0,1573669,2311915,42521,698381,2773620,16406,104658,36555253,9744546,501682,334005,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1621444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1615564,0,0,0,374642
211,24143,30488,768,10492,40478,918,1163,298359,78284,4459,4016,6093,0,0,0,9360,0,0,4801,0,1533,0,0,0,16847,0,0,0,0,0,50111,70054,0,14112,54493,0,1101,6802646,0,0,0,0,0,0,0,27629,44584,1913,4276,18160,615,2351,539791,6498969,5062,3310,0,0,0,0,1597946,2342022,43289,708828,2813698,16490,104886,36659134,9778208,503956,335953,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1627537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1621444,0,0,0,372044
212,24185,30820,782,10563,40799,919,1147,294584,78149,4485,4020,6006,0,0,0,9462,0,0,4869,0,1540,0,0,0,16919,0,0,0,0,0,50681,70948,0,14269,55086,0,1104,6825752,0,0,0,0,0,0,0,28178,45185,1941,4369,18493,621,2370,545032,6520744,5082,3332,0,0,0,0,1622191,2372510,44057,719334,2854230,16583,105123,36762977,9812140,506216,337945,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1633543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1627537,0,0,0,368837
213,24286,31117,804,10686,41160,919,1131,291206,77852,4494,4025,5854,0,0,0,9569,0,0,4910,0,1544,0,0,0,16987,0,0,0,0,0,51296,71791,0,14478,55728,0,1106,6848989,0,0,0,0,0,0,0,28715,45769,1965,4450,18820,625,2388,550167,6542521,5111,3357,0,0,0,0,1646483,2403330,44839,729903,2895064,16661,105358,36866999,9846329,508472,339990,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1639397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633543,0,0,0,365421
214,24476,31428,818,10831,41555,920,1120,287694,77978,4507,4037,6079,0,0,0,9692,0,0,4966,0,1548,0,0,0,17048,0,0,0,0,0,52021,72662,0,14699,56388,0,1109,6872575,0,0,0,0,0,0,0,29274,46381,1998,4533,19134,628,2402,555275,6564385,5130,3374,0,0,0,0,1670892,2434447,45643,740602,2936267,16754,105588,36969596,9879902,510660,341997,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1645476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1639397,0,0,0,362553
215,24621,32006,819,10912,41945,918,1099,283435,78471,4522,4044,5902,0,0,0,9795,0,0,5031,0,1549,0,0,0,17107,0,0,0,0,0,52694,73774,0,14862,57003,0,1112,6895969,0,0,0,0,0,0,0,29818,46967,2032,4620,19419,631,2426,560354,6586466,5147,3394,0,0,0,0,1695471,2465875,46461,751446,2977874,16843,105838,37072107,9914083,512975,344006,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1651378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1645476,0,0,0,359204
216,24791,32333,827,10963,42348,920,1083,279826,78131,4520,4060,6059,0,0,0,9912,0,0,5094,0,1554,0,0,0,17174,0,0,0,0,0,53485,74658,0,14993,57660,0,1116,6919574,0,0,0,0,0,0,0,30448,47582,2074,4711,19725,634,2446,565634,6608740,5177,3417,0,0,0,0,1720209,2497881,47280,762374,3019866,16931,106061,37174139,9948609,515307,346100,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1657437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1651378,0,0,0,356271
217,24861,32687,837,11015,42693,920,1055,276138,78172,4546,4064,5983,0,0,0,10011,0,0,5155,0,1558,0,0,0,17246,0,0,0,0,0,54111,75563,0,15156,58250,0,1117,6943107,0,0,0,0,0,0,0,31012,48176,2112,4825,20028,638,2475,570877,6630677,5202,3434,0,0,0,0,1745099,2530214,48107,773345,3062267,17021,106293,37275919,9983352,517617,348119,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1663420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1657437,0,0,0,352908
218,24971,33054,848,11096,43192,926,1042,271530,78698,4567,4066,6045,0,0,0,10135,0,0,5222,0,1566,0,0,0,17316,0,0,0,0,0,54790,76527,0,15322,58983,0,1118,6966204,0,0,0,0,0,0,0,31603,48823,2153,4909,20330,640,2489,576212,6652521,5224,3459,0,0,0,0,1770084,2562901,48944,784370,3105017,17115,106525,37375768,10017831,519944,350206,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1669465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1663420,0,0,0,349368
219,25079,33492,864,11216,43693,930,1023,267276,78816,4603,4056,5988,0,0,0,10237,0,0,5261,0,1571,0,0,0,17386,0,0,0,0,0,55495,77541,0,15520,59745,0,1121,6989298,0,0,0,0,0,0,0,32214,49431,2193,4988,20629,641,2511,581510,6674453,5245,3482,0,0,0,0,1795157,2595955,49792,795473,3148241,17210,106721,37475257,10052817,522237,352218,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1675453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1669465,0,0,0,345815
220,25326,33845,880,11326,44200,933,1006,262866,78734,4634,4056,6025,0,0,0,10368,0,0,5331,0,1577,0,0,0,17458,0,0,0,0,0,56344,78463,0,15714,60504,0,1123,7012285,0,0,0,0,0,0,0,32826,50071,2227,5077,20946,644,2530,586951,6696491,5268,3500,0,0,0,0,1820367,2629447,50656,806702,3191991,17308,106932,37573439,10087781,524593,354272,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1681478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1675453,0,0,0,342962
221,25450,34088,892,11427,44775,933,990,258507,78949,4663,4063,6012,0,0,0,10473,0,0,5390,0,1579,0,0,0,17530,0,0,0,0,0,57037,79350,0,15905,61361,0,1123,7035390,0,0,0,0,0,0,0,33398,50760,2272,5173,21281,646,2546,592163,6718528,5286,3518,0,0,0,0,1845798,2663292,51536,818039,3236239,17386,107170,37671339,10123059,526939,356271,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1687490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681478,0,0,0,339447
222,25517,34522,903,11477,45231,928,968,253985,79048,4678,4067,5905,0,0,0,10610,0,0,5461,0,1580,0,0,0,17603,0,0,0,0,0,57709,80343,0,16041,62083,0,1124,7058260,0,0,0,0,0,0,0,34018,51387,2315,5269,21608,652,2569,597325,6740659,5313,3545,0,0,0,0,1871385,2697380,52428,829479,3281072,17467,107382,37767645,10158225,529294,358276,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1693395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687490,0,0,0,335622
223,25683,34834,920,11510,45683,928,954,249289,78732,4680,4092,6001,0,0,0,10732,0,0,5520,0,1583,0,0,0,17670,0,0,0,0,0,58471,81322,0,16169,62800,0,1126,7080987,0,0,0,0,0,0,0,34642,52084,2362,5367,21929,655,2585,602578,6763145,5340,3558,0,0,0,0,1897024,2731902,53331,840969,3326349,17557,107611,37863531,10193741,531606,360327,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1699396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693395,0,0,0,331015
