time,agentCount.CD8.effector,agentCount.CD8.cytotoxic,agentCount.CD8.suppressed,agentCount.Th.default,agentCount.Treg.default,agentCount.MDSC.default,agentCount.cancerCell.Stem,agentCount.cancerCell.Progenitor,agentCount.cancerCell.Senescent,agentCount.mac.M1,agentCount.mac.M2,agentCount.vas.default,agentCount.fib.default,agentCount.APC.native,agentCount.APC.native,recruit.CD8.effector,recruit.CD8.cytotoxic,recruit.CD8.suppressed,recruit.Th.default,recruit.Treg.default,recruit.MDSC.default,recruit.cancerCell.Stem,recruit.cancerCell.Progenitor,recruit.cancerCell.Senescent,recruit.mac.M1,recruit.mac.M2,recruit.vas.default,recruit.fib.default,recruit.APC.native,recruit.APC.native,prolif.CD8.effector,prolif.CD8.cytotoxic,prolif.CD8.suppressed,prolif.Th.default,prolif.Treg.default,prolif.MDSC.default,prolif.cancerCell.Stem,prolif.cancerCell.Progenitor,prolif.cancerCell.Senescent,prolif.mac.M1,prolif.mac.M2,prolif.vas.default,prolif.fib.default,prolif.APC.native,prolif.APC.native,death.CD8.effector,death.CD8.cytotoxic,death.CD8.suppressed,death.Th.default,death.Treg.default,death.MDSC.default,death.cancerCell.Stem,death.cancerCell.Progenitor,death.cancerCell.Senescent,death.mac.M1,death.mac.M2,death.vas.default,death.fib.default,death.APC.native,death.APC.native,move.CD8.effector,move.CD8.cytotoxic,move.CD8.suppressed,move.Th.default,move.Treg.default,move.MDSC.default,move.cancerCell.Stem,move.cancerCell.Progenitor,move.cancerCell.Senescent,move.mac.M1,move.mac.M2,move.vas.default,move.fib.default,move.APC.native,move.APC.native,drop_in.CD8.effector,drop_in.CD8.cytotoxic,drop_in.CD8.suppressed,drop_in.Th.default,drop_in.Treg.default,drop_in.MDSC.default,drop_in.cancerCell.Stem,drop_in.cancerCell.Progenitor,drop_in.cancerCell.Senescent,drop_in.mac.M1,drop_in.mac.M2,drop_in.vas.default,drop_in.fib.default,drop_in.APC.native,drop_in.APC.native,drop_out.CD8.effector,drop_out.CD8.cytotoxic,drop_out.CD8.suppressed,drop_out.Th.default,drop_out.Treg.default,drop_out.MDSC.default,drop_out.cancerCell.Stem,drop_out.cancerCell.Progenitor,drop_out.cancerCell.Senescent,drop_out.mac.M1,drop_out.mac.M2,drop_out.vas.default,drop_out.fib.default,drop_out.APC.native,drop_out.APC.native,PDL1_frac
80,1245,5326,22,1375,5179,656,2633,555992,67728,4345,2731,5297,0,0,0,1133,0,0,584,0,920,0,0,0,10355,0,0,0,0,0,1396,9396,0,1626,6389,0,763,4248744,0,0,0,0,0,0,0,398,4827,107,353,1692,264,543,114386,4123395,2175,1104,0,0,0,0,37697,282784,2684,70830,282697,6086,71093,22935792,6341746,218527,114875,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,943397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938100,0,0,0,261827
81,1278,5431,23,1394,5281,653,2626,554735,68495,4350,2751,5345,0,0,0,1150,0,0,592,0,925,0,0,0,10409,0,0,0,0,0,1439,9575,0,1656,6509,0,765,4267218,0,0,0,0,0,0,0,412,4912,108,364,1718,272,552,116037,4140708,2196,1112,0,0,0,0,38959,288110,2706,72206,287883,6154,71391,23044966,6365706,220726,116241,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,948742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943397,0,0,0,263971
82,1333,5518,27,1426,5377,655,2621,555038,67458,4353,2767,5253,0,0,0,1169,0,0,602,0,928,0,0,0,10454,0,0,0,0,0,1507,9754,0,1702,6627,0,768,4285553,0,0,0,0,0,0,0,431,5012,109,379,1749,273,560,117763,4158051,2209,1125,0,0,0,0,40256,293541,2729,73602,293172,6219,71696,23153956,6390280,222926,117596,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,953995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948742,0,0,0,265069
83,1366,5560,31,1447,5485,659,2615,556014,67554,4339,2787,5325,0,0,0,1196,0,0,621,0,933,0,0,0,10491,0,0,0,0,0,1550,9881,0,1730,6747,0,771,4305362,0,0,0,0,0,0,0,450,5111,109,391,1775,274,569,119432,4175119,2233,1132,0,0,0,0,41616,299059,2756,75033,298563,6293,71999,23262769,6414535,225090,118937,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,959320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953995,0,0,0,267710
84,1446,5613,35,1467,5565,661,2615,554254,69444,4327,2815,5248,0,0,0,1221,0,0,633,0,939,0,0,0,10539,0,0,0,0,0,1630,10037,0,1757,6853,0,778,4324373,0,0,0,0,0,0,0,459,5225,110,400,1811,278,576,121045,4192387,2254,1143,0,0,0,0,43007,304619,2787,76482,304058,6358,72291,23371271,6439027,227259,120339,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,964568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959320,0,0,0,269327
85,1512,5705,36,1484,5667,662,2612,552166,69422,4349,2821,5174,0,0,0,1250,0,0,643,0,943,0,0,0,10603,0,0,0,0,0,1707,10222,0,1780,6980,0,779,4341736,0,0,0,0,0,0,0,476,5339,111,405,1847,281,580,122638,4210267,2273,1160,0,0,0,0,44482,310232,2822,77950,309632,6418,72569,23478126,6464353,229462,121722,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,969742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964568,0,0,0,268288
86,1570,5828,38,1493,5820,666,2607,553804,67172,4352,2831,5215,0,0,0,1275,0,0,658,0,951,0,0,0,10648,0,0,0,0,0,1779,10435,0,1796,7148,0,780,4360542,0,0,0,0,0,0,0,496,5446,111,415,1874,285,586,124354,4227969,2296,1169,0,0,0,0,46019,315937,2858,79437,315311,6488,72852,23584295,6489520,231649,123153,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,974957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969742,0,0,0,269495
87,1599,5910,40,1523,5944,667,2598,552381,68386,4355,2843,5312,0,0,0,1297,0,0,670,0,957,0,0,0,10697,0,0,0,0,0,1823,10609,0,1833,7300,0,781,4379147,0,0,0,0,0,0,0,513,5556,111,425,1911,290,596,126090,4245047,2318,1181,0,0,0,0,47611,321765,2896,80933,321140,6544,73138,23690721,6513704,233866,124558,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,980269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974957,0,0,0,271532
88,1708,5975,43,1551,6075,669,2596,551116,68257,4375,2833,5166,0,0,0,1323,0,0,683,0,960,0,0,0,10744,0,0,0,0,0,1942,10765,0,1861,7457,0,785,4396977,0,0,0,0,0,0,0,524,5668,112,429,1946,291,602,127807,4262554,2340,1196,0,0,0,0,49236,327675,2936,82460,327093,6610,73417,23797690,6538733,236062,126004,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,985435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980269,0,0,0,272165
89,1762,6034,41,1582,6189,671,2596,551794,67126,4375,2843,5228,0,0,0,1340,0,0,692,0,966,0,0,0,10782,0,0,0,0,0,2013,10946,0,1902,7604,0,788,4415694,0,0,0,0,0,0,0,542,5805,115,440,1987,295,605,129526,4280005,2356,1208,0,0,0,0,50961,333650,2979,84012,333176,6707,73703,23903821,6563683,238243,127454,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,990663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985435,0,0,0,275276
90,1843,6160,43,1627,6308,671,2589,550718,67980,4362,2878,5179,0,0,0,1364,0,0,703,0,969,0,0,0,10833,0,0,0,0,0,2119,11156,0,1955,7746,0,789,4434153,0,0,0,0,0,0,0,563,5915,115,448,2021,298,613,131265,4296947,2371,1222,0,0,0,0,52747,339684,3020,85595,339375,6777,73968,24009312,6587992,240443,128860,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,995842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990663,0,0,0,277704
91,1881,6257,45,1653,6465,674,2583,548803,68270,4360,2877,5033,0,0,0,1403,0,0,714,0,973,0,0,0,10878,0,0,0,0,0,2169,11348,0,1984,7914,0,791,4451856,0,0,0,0,0,0,0,585,6037,115,453,2041,299,621,133033,4314507,2397,1244,0,0,0,0,54629,345844,3063,87224,345692,6837,74255,24114535,6612873,242602,130333,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1000875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995842,0,0,0,280077
92,1975,6342,48,1680,6584,674,2571,548161,67824,4360,2886,5089,0,0,0,1436,0,0,722,0,976,0,0,0,10929,0,0,0,0,0,2283,11521,0,2014,8050,0,793,4470164,0,0,0,0,0,0,0,614,6144,117,456,2066,302,635,134875,4332061,2419,1264,0,0,0,0,56543,352101,3108,88878,352164,6902,74497,24220211,6637952,244825,131785,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1005964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000875,0,0,0,280981
93,2040,6477,48,1717,6704,672,2576,547821,67490,4362,2901,5281,0,0,0,1479,0,0,734,0,977,0,0,0,10978,0,0,0,0,0,2358,11739,0,2059,8186,0,802,4488644,0,0,0,0,0,0,0,634,6258,119,466,2092,305,639,136809,4349281,2437,1278,0,0,0,0,58561,358443,3156,90560,358758,6983,74764,24325424,6662906,247052,133261,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1011245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005964,0,0,0,282977
94,2115,6561,48,1759,6848,674,2567,546981,67303,4351,2905,5137,0,0,0,1506,0,0,754,0,981,0,0,0,11014,0,0,0,0,0,2446,11925,0,2102,8342,0,806,4506587,0,0,0,0,0,0,0,648,6383,122,470,2121,307,652,138650,4366410,2462,1296,0,0,0,0,60628,364920,3204,92281,365478,7051,75019,24428971,6687488,249247,134750,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1016382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011245,0,0,0,284410
95,2160,6683,50,1797,6958,681,2555,546119,67302,4354,2914,4995,0,0,0,1544,0,0,766,0,989,0,0,0,11062,0,0,0,0,0,2512,12126,0,2142,8470,0,809,4524839,0,0,0,0,0,0,0,678,6489,122,474,2149,308,667,140552,4383623,2482,1312,0,0,0,0,62781,371481,3252,94042,372336,7112,75305,24532972,6711875,251408,136203,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1021377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016382,0,0,0,285458
96,2268,6842,52,1805,7074,684,2553,544840,67167,4362,2924,5159,0,0,0,1578,0,0,774,0,993,0,0,0,11116,0,0,0,0,0,2630,12382,0,2159,8608,0,810,4542754,0,0,0,0,0,0,0,695,6608,125,484,2178,309,670,142456,4401048,2503,1327,0,0,0,0,64975,378164,3302,95840,379301,7178,75551,24636548,6736520,253609,137643,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1026536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021377,0,0,0,287120
97,2366,7005,54,1821,7229,686,2547,543712,66295,4373,2936,5145,0,0,0,1608,0,0,794,0,999,0,0,0,11167,0,0,0,0,0,2734,12648,0,2179,8767,0,817,4560029,0,0,0,0,0,0,0,715,6721,129,488,2202,313,683,144375,4418404,2525,1333,0,0,0,0,67273,385006,3354,97646,386394,7255,75804,24739622,6761317,255824,139102,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1031681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026536,0,0,0,287821
98,2474,7088,57,1843,7357,685,2537,543627,65363,4360,2972,5145,0,0,0,1636,0,0,812,0,1001,0,0,0,11219,0,0,0,0,0,2856,12855,0,2207,8911,0,817,4578098,0,0,0,0,0,0,0,739,6859,130,498,2232,316,693,146433,4435432,2547,1340,0,0,0,0,69667,392011,3408,99471,393637,7337,76093,24840615,6785528,258013,140538,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1036826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031681,0,0,0,291601
99,2526,7263,56,1863,7505,685,2525,543711,65055,4369,2971,5193,0,0,0,1664,0,0,831,0,1003,0,0,0,11275,0,0,0,0,0,2934,13118,0,2233,9084,0,818,4596544,0,0,0,0,0,0,0,763,6974,134,507,2273,318,706,148345,4452190,2576,1359,0,0,0,0,72169,399099,3465,101318,401009,7393,76362,24945451,6809279,260130,142069,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1042019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036826,0,0,0,293344
100,2645,7435,59,1892,7668,688,2514,541454,66423,4368,2966,5215,0,0,0,1693,0,0,848,0,1009,0,0,0,11314,0,0,0,0,0,3072,13405,0,2270,9278,0,819,4614297,0,0,0,0,0,0,0,787,7108,136,517,2319,321,718,150321,4468856,2601,1379,0,0,0,0,74724,406362,3521,103184,408528,7477,76629,25049144,6833051,262353,143548,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1047234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042019,0,0,0,294375
101,2717,7579,62,1932,7878,693,2509,540816,65350,4355,2980,5067,0,0,0,1734,0,0,871,0,1016,0,0,0,11349,0,0,0,0,0,3166,13642,0,2313,9506,0,820,4631806,0,0,0,0,0,0,0,817,7229,138,526,2354,323,724,152400,4485997,2620,1394,0,0,0,0,77410,413797,3580,105082,416213,7558,76871,25149695,6857336,264544,145011,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1052301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047234,0,0,0,294907
102,2857,7742,69,1950,8025,696,2510,540005,65249,4349,3000,4959,0,0,0,1762,0,0,887,0,1020,0,0,0,11393,0,0,0,0,0,3342,13891,0,2339,9685,0,824,4649795,0,0,0,0,0,0,0,847,7342,138,536,2400,324,727,154458,4502840,2638,1406,0,0,0,0,80155,421376,3642,107017,424104,7621,77142,25251473,6881051,266717,146486,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1057260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052301,0,0,0,296245
103,2958,7923,67,1966,8156,702,2498,537565,66167,4348,3010,5120,0,0,0,1798,0,0,900,0,1026,0,0,0,11433,0,0,0,0,0,3457,14197,0,2363,9850,0,824,4667164,0,0,0,0,0,0,0,865,7497,142,547,2444,324,739,156499,4519690,2655,1420,0,0,0,0,83048,429118,3711,108970,432139,7696,77400,25353947,6904895,268868,148002,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1062380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057260,0,0,0,297952
104,3105,8079,68,1997,8341,706,2489,537026,65766,4347,3014,5037,0,0,0,1824,0,0,917,0,1031,0,0,0,11479,0,0,0,0,0,3644,14466,0,2398,10065,0,826,4685534,0,0,0,0,0,0,0,901,7634,147,554,2488,325,750,158574,4536925,2677,1441,0,0,0,0,86032,437041,3778,110939,440309,7767,77651,25455319,6929254,271072,149523,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1067417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1062380,0,0,0,300399
105,3199,8314,68,2047,8503,708,2486,534621,66781,4360,3016,4994,0,0,0,1855,0,0,934,0,1034,0,0,0,11527,0,0,0,0,0,3769,14790,0,2458,10256,0,831,4703296,0,0,0,0,0,0,0,928,7756,149,568,2530,326,758,160593,4554058,2695,1456,0,0,0,0,89168,445120,3846,112940,448663,7853,77909,25556444,6953519,273290,151035,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1072411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067417,0,0,0,301137
106,3376,8436,71,2087,8705,713,2480,533008,66881,4355,3035,4899,0,0,0,1890,0,0,949,0,1040,0,0,0,11571,0,0,0,0,0,3959,15049,0,2517,10482,0,835,4721398,0,0,0,0,0,0,0,958,7904,153,585,2571,327,768,162680,4571586,2715,1466,0,0,0,0,92402,453434,3914,114987,457181,7929,78148,25657000,6978346,275466,152530,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1077310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072411,0,0,0,304550
107,3498,8630,75,2135,8910,715,2471,530445,67588,4339,3051,4897,0,0,0,1925,0,0,973,0,1044,0,0,0,11610,0,0,0,0,0,4093,15355,0,2574,10706,0,836,4738977,0,0,0,0,0,0,0,984,8032,154,600,2608,329,778,164786,4588915,2737,1483,0,0,0,0,95813,461870,3985,117081,465903,7980,78413,25757414,7003341,277677,154036,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1082207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077310,0,0,0,306052
108,3630,8755,77,2192,9135,716,2458,528740,66942,4332,3060,4870,0,0,0,1964,0,0,984,0,1049,0,0,0,11653,0,0,0,0,0,4262,15596,0,2643,10959,0,839,4756301,0,0,0,0,0,0,0,1023,8178,159,615,2644,333,794,167007,4606369,2761,1500,0,0,0,0,99350,470500,4060,119219,474821,8050,78684,25856496,7028707,279862,155583,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1087077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082207,0,0,0,306271
109,3748,8903,83,2220,9338,718,2451,527920,65436,4323,3065,5008,0,0,0,1997,0,0,1003,0,1053,0,0,0,11698,0,0,0,0,0,4406,15862,0,2689,11202,0,840,4773342,0,0,0,0,0,0,0,1054,8313,164,634,2702,335,802,169238,4623505,2794,1516,0,0,0,0,103013,479255,4137,121413,483973,8139,78921,25955705,7053862,282098,157133,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1092085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087077,0,0,0,307236
110,3944,8976,79,2254,9503,712,2448,527531,64500,4346,3074,4999,0,0,0,2040,0,0,1026,0,1055,0,0,0,11754,0,0,0,0,0,4622,16075,0,2733,11381,0,845,4791021,0,0,0,0,0,0,0,1090,8479,169,647,2736,343,810,171410,4640337,2805,1529,0,0,0,0,106804,488158,4220,123637,493330,8208,79185,26055275,7077993,284303,158709,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1097084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092085,0,0,0,309403
111,4135,9162,83,2287,9655,715,2442,526099,64513,4335,3098,5052,0,0,0,2088,0,0,1048,0,1058,0,0,0,11802,0,0,0,0,0,4833,16397,0,2780,11563,0,846,4808400,0,0,0,0,0,0,0,1126,8641,171,666,2783,343,817,173607,4656938,2823,1546,0,0,0,0,110796,497134,4299,125899,502847,8280,79433,26156309,7101812,286471,160248,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1102136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1097084,0,0,0,311415
112,4325,9237,86,2317,9807,711,2434,525035,63779,4320,3113,5177,0,0,0,2128,0,0,1063,0,1060,0,0,0,11846,0,0,0,0,0,5050,16615,0,2829,11733,0,850,4825574,0,0,0,0,0,0,0,1156,8813,176,686,2815,349,829,175839,4673678,2853,1560,0,0,0,0,114971,506296,4382,128188,512515,8348,79696,26256103,7125798,288663,161831,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1107313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102136,0,0,0,313765
113,4471,9461,83,2339,9996,716,2419,524260,63357,4319,3125,5015,0,0,0,2172,0,0,1079,0,1067,0,0,0,11897,0,0,0,0,0,5246,16968,0,2865,11949,0,851,4843043,0,0,0,0,0,0,0,1205,8986,180,701,2857,351,845,178049,4690134,2877,1576,0,0,0,0,119340,515533,4468,130506,522337,8429,79978,26355715,7149181,290868,163386,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1112328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107313,0,0,0,316418
114,4629,9578,93,2402,10196,717,2408,523636,62912,4332,3127,5131,0,0,0,2208,0,0,1103,0,1072,0,0,0,11943,0,0,0,0,0,5436,17248,0,2941,12188,0,851,4860870,0,0,0,0,0,0,0,1243,9166,183,718,2916,355,856,180314,4706765,2891,1593,0,0,0,0,123847,524994,4551,132849,532353,8487,80239,26455302,7172561,293024,164930,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1117459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112328,0,0,0,319246
115,4839,9767,98,2439,10422,725,2398,522047,63608,4323,3144,4936,0,0,0,2241,0,0,1136,0,1081,0,0,0,11996,0,0,0,0,0,5693,17586,0,2990,12429,0,853,4878375,0,0,0,0,0,0,0,1286,9345,185,733,2961,356,868,182662,4722815,2919,1610,0,0,0,0,128509,534572,4644,135255,542578,8579,80534,26555893,7196062,295295,166490,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1122395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1117459,0,0,0,320777
116,5041,9891,96,2481,10676,726,2392,520910,63259,4335,3128,5157,0,0,0,2286,0,0,1158,0,1085,0,0,0,12038,0,0,0,0,0,5942,17846,0,3041,12707,0,855,4895823,0,0,0,0,0,0,0,1342,9514,190,746,3003,359,876,185081,4739330,2943,1632,0,0,0,0,133393,544339,4742,137699,553017,8655,80804,26655241,7219441,297427,168051,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1127552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122395,0,0,0,323884
117,5197,10063,101,2553,10898,726,2383,520185,62619,4353,3128,5015,0,0,0,2335,0,0,1178,0,1087,0,0,0,12079,0,0,0,0,0,6137,18163,0,3112,12963,0,855,4913426,0,0,0,0,0,0,0,1388,9695,191,752,3050,361,885,187467,4755912,2959,1639,0,0,0,0,138483,554230,4838,140189,563704,8733,81060,26755987,7242753,299584,169599,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1132567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1127552,0,0,0,324415
118,5345,10166,98,2620,11163,729,2373,518831,62534,4335,3138,5175,0,0,0,2371,0,0,1199,0,1092,0,0,0,12122,0,0,0,0,0,6347,18400,0,3194,13259,0,856,4930737,0,0,0,0,0,0,0,1447,9863,199,770,3099,363,896,189970,4772159,2988,1661,0,0,0,0,143716,564293,4939,142745,574620,8799,81338,26857035,7265950,301711,171205,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1137742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132567,0,0,0,326243
119,5547,10296,102,2630,11437,729,2365,518340,62108,4337,3148,5034,0,0,0,2408,0,0,1221,0,1095,0,0,0,12166,0,0,0,0,0,6602,18674,0,3218,13562,0,859,4948499,0,0,0,0,0,0,0,1504,10033,202,786,3148,366,907,192403,4788405,3005,1676,0,0,0,0,149098,574459,5037,145369,585801,8874,81604,26958034,7289103,303925,172819,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1142776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1137742,0,0,0,327633
120,5784,10464,111,2653,11697,730,2355,517114,62702,4343,3161,5026,0,0,0,2452,0,0,1240,0,1101,0,0,0,12215,0,0,0,0,0,6882,19001,0,3255,13864,0,860,4966395,0,0,0,0,0,0,0,1554,10216,206,801,3208,371,918,194811,4804525,3018,1693,0,0,0,0,154689,584755,5139,148003,597253,8947,81894,27059428,7312020,306039,174393,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1147802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142776,0,0,0,330513
121,5948,10674,121,2708,11972,732,2348,515477,63453,4340,3173,5137,0,0,0,2494,0,0,1267,0,1104,0,0,0,12270,0,0,0,0,0,7121,19364,0,3322,14161,0,864,4984417,0,0,0,0,0,0,0,1631,10397,208,816,3254,372,929,197306,4820938,3045,1712,0,0,0,0,160515,595219,5250,150660,608973,9016,82159,27160252,7335113,308161,176029,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1152939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1147802,0,0,0,331971
122,6063,10921,126,2766,12162,734,2341,513596,64079,4336,3181,5100,0,0,0,2546,0,0,1286,0,1107,0,0,0,12304,0,0,0,0,0,7316,19723,0,3395,14392,0,867,5002400,0,0,0,0,0,0,0,1710,10555,210,834,3311,373,939,199852,4837630,3064,1723,0,0,0,0,166515,605893,5371,153371,620961,9078,82405,27260837,7358602,310395,177647,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1158039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152939,0,0,0,334956
123,6267,11093,138,2837,12353,735,2333,512349,63776,4346,3180,5119,0,0,0,2590,0,0,1305,0,1109,0,0,0,12346,0,0,0,0,0,7572,20055,0,3481,14628,0,869,5020178,0,0,0,0,0,0,0,1773,10731,215,853,3371,374,949,202433,4854377,3081,1739,0,0,0,0,172622,616814,5497,156142,633137,9152,82687,27361729,7382628,312588,179275,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1163158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158039,0,0,0,337136
124,6484,11303,143,2909,12550,736,2322,511336,63189,4339,3193,4994,0,0,0,2627,0,0,1334,0,1113,0,0,0,12396,0,0,0,0,0,7853,20412,0,3577,14862,0,871,5037865,0,0,0,0,0,0,0,1837,10906,219,878,3436,377,962,204971,4871126,3109,1755,0,0,0,0,178926,627907,5635,158983,645515,9230,82954,27462928,7406225,314729,180858,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1168152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1163158,0,0,0,338698
125,6665,11491,146,2955,12802,733,2318,509717,63337,4335,3202,5087,0,0,0,2679,0,0,1364,0,1115,0,0,0,12440,0,0,0,0,0,8104,20778,0,3629,15139,0,877,5055393,0,0,0,0,0,0,0,1922,11110,227,891,3484,382,972,207580,4887516,3132,1771,0,0,0,0,185462,639210,5778,161900,658087,9320,83232,27563902,7429474,316931,182402,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1173239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168152,0,0,0,341387
126,6857,11669,157,3007,13002,733,2311,508253,63366,4340,3209,5205,0,0,0,2724,0,0,1392,0,1118,0,0,0,12498,0,0,0,0,0,8355,21139,0,3688,15378,0,880,5072915,0,0,0,0,0,0,0,1983,11321,231,906,3543,385,982,210140,4903913,3155,1794,0,0,0,0,192172,650701,5924,164863,670909,9400,83501,27664778,7452967,319118,184012,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1178444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173239,0,0,0,343717
127,7103,11830,166,3054,13227,736,2301,506917,63148,4322,3222,5037,0,0,0,2771,0,0,1422,0,1123,0,0,0,12541,0,0,0,0,0,8676,21475,0,3747,15652,0,881,5090493,0,0,0,0,0,0,0,2060,11527,236,925,3615,387,993,212736,4920449,3186,1811,0,0,0,0,199076,662370,6081,167879,683932,9477,83749,27764274,7476449,321288,185594,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1183481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178444,0,0,0,345656
128,7361,12013,173,3099,13461,740,2294,506108,62953,4325,3212,4947,0,0,0,2824,0,0,1447,0,1132,0,0,0,12581,0,0,0,0,0,9009,21848,0,3805,15938,0,884,5108509,0,0,0,0,0,0,0,2151,11740,243,940,3690,392,1003,215433,4936772,3209,1835,0,0,0,0,206232,674200,6247,170938,697179,9551,84006,27864185,7499882,323456,187227,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1188428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183481,0,0,0,346967
