time,V_C.nT1,V_C.T1,V_C.nT0,V_C.T0,V_C.nivolumab,V_C.cabozantinib,V_C.A_site1,V_C.A_site2,V_P.nT1,V_P.T1,V_P.nT0,V_P.T0,V_P.nivolumab,V_P.cabozantinib,V_T.C_x,V_T.T_exh,V_T.C1,V_T.T1,V_T.T0,V_T.APC,V_T.mAPC,V_T.c,V_T.P0,V_T.P1,V_T.nivolumab,V_T.cabozantinib,V_T.v_cabo,V_LN.nT1,V_LN.aT1,V_LN.T1,V_LN.IL2,V_LN.nT0,V_LN.aT0,V_LN.T0,V_LN.APC,V_LN.mAPC,V_LN.nivolumab,V_LN.cabozantinib,V_e.P0,V_e.p0,V_e.P1,V_e.p1,A_e.M1,A_e.M1p0,A_e.M1p1,A_s.M1,A_s.M1p0,A_s.M1p1,syn_CT.PD1_PDL1,syn_CT.PD1_PDL2,syn_CT.PD1_aPD1,syn_CT.PD1_aPD1_PD1,syn_CT.PDL1_aPDL1,syn_CT.PDL1_aPDL1_PDL1,syn_DN.CD28_CD80,syn_DN.CD28_CD80_CD28,syn_DN.CD28_CD86,syn_DN.PDL1_CD80,syn_DN.CTLA4_CD80,syn_DN.CTLA4_CD80_CTLA4,syn_DN.CD80_CTLA4_CD80,syn_DN.CTLA4_CD80_CTLA4_CD80,syn_DN.CTLA4_CD86,syn_DN.CD86_CTLA4_CD86,syn_DN.CTLA4_aCTLA4,syn_DN.CTLA4_aCTLA4_CTLA4,syn_DN.PDL1_aPDL1,syn_DN.PDL1_aPDL1_PDL1,Treg_P.CTLA4_aCTLA4,Treg_P.CTLA4_aCTLA4_CTLA4,Treg_T.CTLA4_aCTLA4,Treg_T.CTLA4_aCTLA4_CTLA4
0,158.761,26408.8,3.12919,14093.7,0,0,0,0,1316.85,150214,25.9702,119209,0,0,1.55236e+07,1.48304e+08,7.66161e+10,4.16747e+08,1.03992e+10,3.64835e+06,2.44176e+06,2307.58,1.06357e-06,1.06357e-07,0,0,3.17454e+12,12.6769,154.029,3.39016e+09,2.98773e-08,0.0311459,61.1075,1.8091e+09,5e+08,2.03275e+07,0,0,8.86492e-07,1.03256e-07,8.86492e-08,1.03255e-08,486.307,0.25097,0.0251043,6.95139,4.13357,1.05231,19.5743,1.76567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,158.762,20741.2,3.12919,11069.4,2.56472e-07,1.73308e-07,2.14094e-05,1.09991e-05,1316.85,147693,25.9702,117771,5.43228e-10,2.27353e-11,1.58501e+07,1.48274e+08,7.67792e+10,4.17339e+08,1.03992e+10,3.65667e+06,2.4474e+06,2314.97,1.16494e-06,1.16494e-07,2.37138e-07,8.97142e-08,3.10952e+12,12.6788,154.024,3.39006e+09,2.98763e-08,0.0311461,61.1075,1.8091e+09,5e+08,2.03745e+07,9.55874e-08,8.79558e-10,9.50262e-07,1.10404e-07,9.50262e-08,1.10403e-08,486.384,0.265009,0.0265085,6.95265,4.13184,1.05211,18.5691,1.71019,0.0503179,0.508673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,158.762,21180.3,3.12919,11304.1,2.51672e-07,1.6104e-07,1.97819e-05,1.0844e-05,1316.85,145507,25.9702,116490,1.06068e-09,2.11259e-11,1.6698e+07,1.48202e+08,7.69415e+10,4.17997e+08,1.03992e+10,3.66479e+06,2.45299e+06,2343.02,1.27857e-06,1.27857e-07,2.32679e-07,8.33635e-08,3.04496e+12,12.6808,154.024,3.38995e+09,2.98755e-08,0.0311464,61.1076,1.8091e+09,5e+08,2.04216e+07,9.40216e-08,8.17295e-10,1.04316e-06,1.21198e-07,1.04316e-07,1.21197e-08,486.394,0.290857,0.0290941,6.95306,4.13125,1.05202,17.6074,1.63759,0.0530493,1.02654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,158.762,21625.2,3.12919,11541.9,2.46994e-07,1.49686e-07,1.8278e-05,1.06911e-05,1316.85,143638,25.9702,115360,1.55394e-09,1.96365e-11,1.79111e+07,1.48106e+08,7.71033e+10,4.18719e+08,1.03992e+10,3.67277e+06,2.45851e+06,2391.48,1.39994e-06,1.39994e-07,2.28333e-07,7.74861e-08,2.98223e+12,12.6825,154.034,3.38985e+09,2.98755e-08,0.0311464,61.1077,1.8091e+09,5e+08,2.04688e+07,9.24397e-08,7.59674e-10,1.14279e-06,1.32783e-07,1.14279e-07,1.32782e-08,486.33,0.318726,0.0318818,6.95245,4.13205,1.05207,16.7208,1.56186,0.0559142,1.50825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,158.762,22075.9,3.12919,11782.7,2.42434e-07,1.39183e-07,1.68885e-05,1.05404e-05,1316.85,142065,25.9702,114373,2.02393e-09,1.82586e-11,1.93941e+07,1.47996e+08,7.72646e+10,4.19505e+08,1.03992e+10,3.68066e+06,2.46396e+06,2460.06,1.52917e-06,1.52917e-07,2.24096e-07,7.20491e-08,2.92129e+12,12.6841,154.058,3.38977e+09,2.98771e-08,0.0311464,61.1079,1.8091e+09,5e+08,2.0516e+07,9.08952e-08,7.0637e-10,1.24896e-06,1.45129e-07,1.24896e-07,1.45128e-08,486.19,0.348383,0.0348483,6.95075,4.13431,1.05227,15.8982,1.48785,0.0589108,1.95683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,158.762,22557.1,3.12919,12039.7,2.37988e-07,3.02773e-07,3.70141e-05,2.13909e-05,1316.85,140774,25.9702,113527,2.47153e-09,3.9719e-11,2.10903e+07,1.4788e+08,7.74238e+10,4.20353e+08,1.03992e+10,3.68846e+06,2.46934e+06,2548.53,1.66633e-06,1.66633e-07,2.19964e-07,1.56732e-07,2.85873e+12,12.6852,154.095,3.38972e+09,2.98807e-08,0.0311461,61.1083,1.8091e+09,5e+08,2.05632e+07,8.93852e-08,1.5366e-09,1.36172e-06,1.58245e-07,1.36172e-07,1.58244e-08,485.967,0.379827,0.0379936,6.94791,4.13814,1.05263,15.1326,1.41734,0.0620374,2.37502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,158.762,23049.9,3.12919,12302.8,2.33652e-07,2.81516e-07,3.42003e-05,2.10893e-05,1316.85,139755,25.9702,112821,2.8976e-09,3.69304e-11,2.29655e+07,1.4776e+08,7.7582e+10,4.21262e+08,1.03992e+10,3.69618e+06,2.47467e+06,2656.69,1.81144e-06,1.81144e-07,2.15934e-07,1.45729e-07,2.7976e+12,12.6859,154.148,3.38971e+09,2.98868e-08,0.0311456,61.1087,1.8091e+09,5e+08,2.06103e+07,8.79097e-08,1.42872e-09,1.48111e-06,1.72134e-07,1.48111e-07,1.72132e-08,485.659,0.413046,0.0413165,6.94385,4.14362,1.05315,14.4185,1.35088,0.0652923,2.76522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,158.763,23551.1,3.12919,12570.1,2.29423e-07,2.61843e-07,3.16003e-05,2.0792e-05,1316.86,138993,25.9702,112250,3.30295e-09,3.43497e-11,2.49996e+07,1.47639e+08,7.77396e+10,4.22231e+08,1.03992e+10,3.70383e+06,2.47994e+06,2784.37,1.96446e-06,1.96446e-07,2.12004e-07,1.35545e-07,2.7381e+12,12.686,154.217,3.38975e+09,2.98956e-08,0.0311449,61.1091,1.8091e+09,5e+08,2.06573e+07,8.64681e-08,1.32888e-09,1.6071e-06,1.86793e-07,1.6071e-07,1.86791e-08,485.26,0.448013,0.0448142,6.93852,4.15082,1.05385,13.7516,1.28849,0.0686736,3.12964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,158.763,24060.7,3.12919,12841.7,2.25298e-07,2.43641e-07,2.91981e-05,2.04989e-05,1316.86,138474,25.9702,111807,3.68838e-09,3.19619e-11,2.71799e+07,1.47518e+08,7.78962e+10,4.23262e+08,1.03992e+10,3.71143e+06,2.48517e+06,2931.38,2.1253e-06,2.1253e-07,2.08169e-07,1.26123e-07,2.68018e+12,12.6855,154.301,3.38985e+09,2.99073e-08,0.031144,61.1097,1.8091e+09,5e+08,2.07043e+07,8.50592e-08,1.23651e-09,1.73963e-06,2.02216e-07,1.73963e-07,2.02214e-08,484.767,0.484683,0.0484822,6.93186,4.15984,1.05473,13.128,1.23,0.0721791,3.47028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,158.763,24591.1,3.12919,13124.2,2.21273e-07,4.00109e-07,4.83878e-05,3.1209e-05,1316.86,138185,25.9702,111490,4.05465e-09,5.2488e-11,2.94986e+07,1.47398e+08,7.80512e+10,4.24353e+08,1.03992e+10,3.71897e+06,2.49036e+06,3097.55,2.2938e-06,2.2938e-07,2.04428e-07,2.07119e-07,2.62243e+12,12.6843,154.402,3.39003e+09,2.99219e-08,0.0311428,61.1102,1.8091e+09,5e+08,2.07511e+07,8.36815e-08,2.0306e-09,1.87858e-06,2.18389e-07,1.87858e-07,2.18387e-08,484.175,0.522995,0.0523146,6.92381,4.17075,1.0558,12.5444,1.17519,0.0758062,3.78894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,158.763,25133.3,3.12919,13412.5,2.17347e-07,3.72255e-07,4.47094e-05,3.0769e-05,1316.86,138118,25.9702,111297,4.40249e-09,4.88339e-11,3.195e+07,1.4728e+08,7.82051e+10,4.25505e+08,1.03992e+10,3.72645e+06,2.4955e+06,3282.69,2.46976e-06,2.46976e-07,2.00777e-07,1.927e-07,2.56606e+12,12.6821,154.518,3.3903e+09,2.99397e-08,0.0311414,61.1109,1.8091e+09,5e+08,2.07979e+07,8.23343e-08,1.88923e-09,2.02379e-06,2.35294e-07,2.02379e-07,2.35292e-08,483.48,0.562872,0.0563034,6.91431,4.18363,1.05707,11.9978,1.12381,0.0795522,4.08728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,158.763,25685.5,3.12919,13705.7,2.13514e-07,3.46477e-07,4.13105e-05,3.03352e-05,1316.86,138262,25.9702,111227,4.73262e-09,4.54523e-11,3.45296e+07,1.47163e+08,7.83579e+10,4.26717e+08,1.03992e+10,3.73388e+06,2.50061e+06,3486.57,2.65291e-06,2.65291e-07,1.97214e-07,1.79356e-07,2.51115e+12,12.6791,154.65,3.39066e+09,2.99605e-08,0.0311397,61.1115,1.8091e+09,5e+08,2.08445e+07,8.1017e-08,1.75841e-09,2.17504e-06,2.52908e-07,2.17504e-07,2.52906e-08,482.679,0.60422,0.0604395,6.90331,4.19854,1.05855,11.4853,1.07561,0.083414,4.36679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,158.763,26248,3.12919,14003.9,2.09774e-07,3.22624e-07,3.81701e-05,2.99075e-05,1316.86,138607,25.9702,111269,5.04572e-09,4.23231e-11,3.7233e+07,1.47049e+08,7.85096e+10,4.2799e+08,1.03992e+10,3.74126e+06,2.50568e+06,3708.91,2.84293e-06,2.84293e-07,1.93736e-07,1.67008e-07,2.45768e+12,12.6751,154.798,3.39112e+09,2.99843e-08,0.0311377,61.1122,1.80911e+09,5e+08,2.0891e+07,7.97286e-08,1.63735e-09,2.33208e-06,2.712e-07,2.33208e-07,2.71198e-08,481.769,0.64693,0.0647117,6.89076,4.21556,1.06024,11.0046,1.03037,0.0873884,4.62886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,158.763,26829.5,3.12919,14311.8,2.06123e-07,4.73858e-07,5.66778e-05,4.0485e-05,1316.86,139142,25.9702,111425,5.34244e-09,6.21627e-11,4.00558e+07,1.46937e+08,7.86595e+10,4.29323e+08,1.03992e+10,3.74859e+06,2.51071e+06,3949.42,3.03944e-06,3.03944e-07,1.90341e-07,2.45296e-07,2.40477e+12,12.6699,154.961,3.39171e+09,3.00113e-08,0.0311355,61.113,1.80911e+09,5e+08,2.09373e+07,7.84679e-08,2.40488e-09,2.49461e-06,2.90137e-07,2.49461e-07,2.90134e-08,480.747,0.690877,0.0691076,6.87662,4.23475,1.06216,10.5532,0.987877,0.0914718,4.87474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,158.763,27423.7,3.12919,14625.7,2.02558e-07,4.41158e-07,5.23691e-05,3.99142e-05,1316.86,139863,25.9702,111692,5.62343e-09,5.78729e-11,4.29933e+07,1.46829e+08,7.88082e+10,4.30716e+08,1.03992e+10,3.75586e+06,2.51571e+06,4207.73,3.24202e-06,3.24202e-07,1.87026e-07,2.28368e-07,2.35315e+12,12.6636,155.14,3.39241e+09,3.00413e-08,0.031133,61.1137,1.80911e+09,5e+08,2.09834e+07,7.72343e-08,2.23892e-09,2.66227e-06,3.09678e-07,2.66227e-07,3.09675e-08,479.609,0.735922,0.0736135,6.86085,4.25615,1.06429,10.1291,0.947945,0.0956603,5.10558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,158.763,28029.6,3.12919,14945.2,1.99077e-07,4.10891e-07,4.8388e-05,3.93515e-05,1316.86,140761,25.9702,112067,5.8893e-09,5.39024e-11,4.604e+07,1.46724e+08,7.89555e+10,4.3217e+08,1.03992e+10,3.76307e+06,2.52066e+06,4483.45,3.4502e-06,3.4502e-07,1.83788e-07,2.12701e-07,2.30285e+12,12.656,155.333,3.39325e+09,3.00742e-08,0.0311303,61.1145,1.80912e+09,5e+08,2.10294e+07,7.6027e-08,2.08532e-09,2.8347e-06,3.29779e-07,2.8347e-07,3.29776e-08,478.355,0.781914,0.078214,6.84342,4.27981,1.06666,9.73042,0.910394,0.0999499,5.32242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,158.763,28647.3,3.12919,15270.2,1.95677e-07,3.8288e-07,4.47095e-05,3.87967e-05,1316.86,141827,25.9702,112548,6.14062e-09,5.02278e-11,4.91898e+07,1.46624e+08,7.91014e+10,4.33682e+08,1.03992e+10,3.77023e+06,2.52558e+06,4776.09,3.66346e-06,3.66346e-07,1.80626e-07,1.982e-07,2.25384e+12,12.6471,155.541,3.39423e+09,3.01101e-08,0.0311272,61.1153,1.80912e+09,5e+08,2.10752e+07,7.48455e-08,1.94316e-09,3.01146e-06,3.50393e-07,3.01146e-07,3.5039e-08,476.981,0.828691,0.082893,6.8243,4.30577,1.06927,9.35536,0.875059,0.104336,5.52625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,158.763,29284.2,3.12919,15604.6,1.92356e-07,5.30263e-07,6.27201e-05,4.92488e-05,1316.86,143057,25.9702,113131,6.37798e-09,6.95621e-11,5.24361e+07,1.46528e+08,7.92454e+10,4.35253e+08,1.03992e+10,3.77733e+06,2.53046e+06,5085.16,3.88127e-06,3.88127e-07,1.77537e-07,2.74494e-07,2.20551e+12,12.6368,155.763,3.39535e+09,3.01488e-08,0.0311239,61.1161,1.80913e+09,5e+08,2.11208e+07,7.36885e-08,2.69114e-09,3.19211e-06,3.71468e-07,3.19211e-07,3.71465e-08,475.488,0.876082,0.0876335,6.80347,4.33406,1.07211,9.0023,0.84179,0.108814,5.71794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,158.763,29935.1,3.12919,15945.5,1.89112e-07,4.93992e-07,5.79521e-05,4.85545e-05,1316.87,144446,25.9702,113815,6.60192e-09,6.4804e-11,5.57717e+07,1.46438e+08,7.9388e+10,4.36882e+08,1.03992e+10,3.78436e+06,2.53529e+06,5410.05,4.10303e-06,4.10303e-07,1.74518e-07,2.55718e-07,2.15836e+12,12.625,155.998,3.39662e+09,3.01903e-08,0.0311204,61.1169,1.80913e+09,5e+08,2.11662e+07,7.25555e-08,2.50707e-09,3.37618e-06,3.9295e-07,3.37618e-07,3.92946e-08,473.873,0.923908,0.0924175,6.78092,4.36468,1.0752,8.66978,0.81045,0.113379,5.89832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,158.762,30599.1,3.12919,16292.4,1.85942e-07,4.60417e-07,5.35465e-05,4.787e-05,1316.87,145987,25.9702,114598,6.81297e-09,6.03995e-11,5.91887e+07,1.46354e+08,7.95289e+10,4.38566e+08,1.03992e+10,3.79133e+06,2.54008e+06,5750.11,4.32817e-06,4.32817e-07,1.71569e-07,2.38338e-07,2.11241e+12,12.6117,156.245,3.39805e+09,3.02345e-08,0.0311166,61.1177,1.80914e+09,5e+08,2.12114e+07,7.1446e-08,2.33667e-09,3.56317e-06,4.14781e-07,3.56317e-07,4.14777e-08,472.137,0.971987,0.0972268,6.75663,4.39766,1.07852,8.35642,0.78091,0.118026,6.06814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,158.762,31276.4,3.12919,16645.3,1.82845e-07,4.29339e-07,4.94759e-05,4.71951e-05,1316.87,147676,25.9702,115477,7.01164e-09,5.63225e-11,6.26788e+07,1.46276e+08,7.96683e+10,4.40306e+08,1.03992e+10,3.79823e+06,2.54483e+06,6104.63,4.55607e-06,4.55607e-07,1.68687e-07,2.2225e-07,2.06763e+12,12.5969,156.505,3.39965e+09,3.02812e-08,0.0311126,61.1185,1.80914e+09,5e+08,2.12563e+07,7.03593e-08,2.17894e-09,3.75258e-06,4.36903e-07,3.75258e-07,4.36899e-08,470.28,1.02013,0.102043,6.73062,4.43299,1.08209,8.06097,0.753054,0.12275,6.22808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,158.762,31973.8,3.12919,17007.7,1.79818e-07,5.73875e-07,6.71241e-05,5.75288e-05,1316.87,149508,25.9702,116451,7.19842e-09,7.52833e-11,6.62334e+07,1.46205e+08,7.98058e+10,4.42099e+08,1.03992e+10,3.80507e+06,2.54953e+06,6472.85,4.7861e-06,4.7861e-07,1.6587e-07,2.9707e-07,2.02355e+12,12.5804,156.776,3.40141e+09,3.03303e-08,0.0311083,61.1193,1.80915e+09,5e+08,2.13011e+07,6.92944e-08,2.91248e-09,3.94389e-06,4.59257e-07,3.94389e-07,4.59253e-08,468.303,1.06816,0.106847,6.70288,4.47067,1.0859,7.78226,0.726772,0.127543,6.37878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,158.761,32686.5,3.12919,17377.1,1.76859e-07,5.34971e-07,6.20213e-05,5.67178e-05,1316.87,151480,25.9702,117518,7.37377e-09,7.01797e-11,6.98435e+07,1.46142e+08,7.99416e+10,4.43943e+08,1.03991e+10,3.81183e+06,2.55419e+06,6853.97,5.01766e-06,5.01766e-07,1.63116e-07,2.76931e-07,1.98054e+12,12.5623,157.056,3.40333e+09,3.03816e-08,0.0311038,61.1201,1.80916e+09,5e+08,2.13456e+07,6.8251e-08,2.71504e-09,4.1366e-06,4.81783e-07,4.1366e-07,4.81779e-08,466.205,1.11588,0.111621,6.67344,4.51066,1.08995,7.51923,0.701965,0.132402,6.52085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,158.761,33413.9,3.12919,17752.9,1.73966e-07,4.9895e-07,5.73064e-05,5.59182e-05,1316.87,153589,25.9702,118678,7.53817e-09,6.54543e-11,7.34999e+07,1.46087e+08,8.00757e+10,4.45837e+08,1.03991e+10,3.81851e+06,2.55879e+06,7247.11,5.25013e-06,5.25013e-07,1.60423e-07,2.58285e-07,1.93862e+12,12.5425,157.346,3.40543e+09,3.0435e-08,0.0310991,61.1208,1.80917e+09,5e+08,2.13899e+07,6.72284e-08,2.53223e-09,4.33017e-06,5.04423e-07,4.33017e-07,5.04419e-08,463.991,1.16313,0.116346,6.64231,4.55295,1.09424,7.27089,0.67854,0.137319,6.65482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,158.76,34156,3.12919,18135.2,1.71137e-07,4.65601e-07,5.29499e-05,5.51298e-05,1316.87,155831,25.9702,119927,7.69204e-09,6.10795e-11,7.71935e+07,1.46041e+08,8.02081e+10,4.47778e+08,1.03991e+10,3.82513e+06,2.56335e+06,7651.4,5.48291e-06,5.48291e-07,1.5779e-07,2.41022e-07,1.89776e+12,12.521,157.644,3.40769e+09,3.04904e-08,0.0310942,61.1215,1.80918e+09,5e+08,2.14339e+07,6.62262e-08,2.36298e-09,4.52412e-06,5.27117e-07,4.52412e-07,5.27112e-08,461.66,1.20971,0.121006,6.60952,4.5975,1.09877,7.03631,0.656411,0.142288,6.7812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,158.759,34919.3,3.12919,18527.4,1.6837e-07,6.08034e-07,7.03341e-05,6.53517e-05,1316.86,158203,25.9702,121264,7.8358e-09,7.97644e-11,8.09148e+07,1.46004e+08,8.03386e+10,4.49763e+08,1.03991e+10,3.83166e+06,2.56785e+06,8065.87,5.7154e-06,5.7154e-07,1.55215e-07,3.14753e-07,1.85758e+12,12.4978,157.949,3.41013e+09,3.05474e-08,0.0310892,61.1222,1.80919e+09,5e+08,2.14776e+07,6.52435e-08,3.08584e-09,4.71794e-06,5.49808e-07,4.71794e-07,5.49804e-08,459.216,1.25547,0.125584,6.5751,4.64426,1.10352,6.81467,0.635498,0.147302,6.90046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,158.758,35699.3,3.12919,18926.9,1.65665e-07,5.67171e-07,6.49872e-05,6.44304e-05,1316.86,160703,25.9702,122689,7.96987e-09,7.44039e-11,8.46548e+07,1.45976e+08,8.04673e+10,4.5179e+08,1.03991e+10,3.83812e+06,2.5723e+06,8489.57,5.94706e-06,5.94706e-07,1.52696e-07,2.936e-07,1.81838e+12,12.4728,158.26,3.41274e+09,3.06059e-08,0.031084,61.1229,1.8092e+09,5e+08,2.1521e+07,6.428e-08,2.87846e-09,4.91118e-06,5.72443e-07,4.91118e-07,5.72438e-08,456.662,1.30026,0.130063,6.53909,4.69318,1.1085,6.60516,0.615729,0.152354,7.01303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,158.758,36495.3,3.12919,19333.3,1.63018e-07,5.29334e-07,6.00469e-05,6.3522e-05,1316.86,163330,25.9702,124201,8.09464e-09,6.94403e-11,8.84045e+07,1.45958e+08,8.05942e+10,4.53856e+08,1.03991e+10,3.8445e+06,2.5767e+06,8921.5,6.17734e-06,6.17734e-07,1.50231e-07,2.74014e-07,1.78016e+12,12.4462,158.576,3.41551e+09,3.06657e-08,0.0310787,61.1235,1.80921e+09,5e+08,2.15642e+07,6.33352e-08,2.68643e-09,5.10337e-06,5.94967e-07,5.10337e-07,5.94963e-08,454,1.34391,0.13443,6.50155,4.74419,1.1137,6.40707,0.597034,0.157438,7.11931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,158.757,37307.5,3.12919,19746.7,1.60428e-07,4.94299e-07,5.5482e-05,6.26265e-05,1316.86,166080,25.9702,125797,8.21048e-09,6.48443e-11,9.2155e+07,1.45951e+08,8.07194e+10,4.55958e+08,1.03991e+10,3.8508e+06,2.58104e+06,9360.67,6.40575e-06,6.40575e-07,1.4782e-07,2.55878e-07,1.7429e+12,12.4178,158.895,3.41845e+09,3.07265e-08,0.0310732,61.1241,1.80922e+09,5e+08,2.16071e+07,6.24086e-08,2.50862e-09,5.29409e-06,6.17333e-07,5.29409e-07,6.17328e-08,451.236,1.38631,0.138671,6.46251,4.79722,1.11912,6.21971,0.579349,0.162546,7.21969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,158.756,38142.1,3.12919,20170.3,1.57894e-07,6.35164e-07,7.26737e-05,7.27426e-05,1316.86,168952,25.9702,127478,8.31776e-09,8.33235e-11,9.5898e+07,1.45953e+08,8.08427e+10,4.58094e+08,1.03991e+10,3.85701e+06,2.58533e+06,9806.06,6.6318e-06,6.6318e-07,1.4546e-07,3.28797e-07,1.70628e+12,12.3878,159.216,3.42155e+09,3.07882e-08,0.0310677,61.1247,1.80923e+09,5e+08,2.16496e+07,6.14995e-08,3.22353e-09,5.48293e-06,6.39493e-07,5.48293e-07,6.39488e-08,448.371,1.42733,0.142774,6.42204,4.85221,1.12474,6.04246,0.562617,0.167672,7.31451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,158.754,38994.7,3.12919,20601.8,1.55414e-07,5.92845e-07,6.7149e-05,7.17171e-05,1316.86,171945,25.9702,129242,8.41684e-09,7.77719e-11,9.96253e+07,1.45967e+08,8.09642e+10,4.6026e+08,1.0399e+10,3.86314e+06,2.58957e+06,10256.7,6.85506e-06,6.85506e-07,1.4315e-07,3.06891e-07,1.67056e+12,12.3561,159.538,3.4248e+09,3.08504e-08,0.031062,61.1252,1.80925e+09,5e+08,2.16919e+07,6.06076e-08,3.00876e-09,5.66954e-06,6.61403e-07,5.66954e-07,6.61398e-08,445.411,1.46685,0.146728,6.38019,4.90907,1.13056,5.87472,0.546781,0.172807,7.4041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,158.753,39864.6,3.12919,21040.6,1.52987e-07,5.53654e-07,6.20443e-05,7.0706e-05,1316.85,175059,25.9702,131089,8.50804e-09,7.26306e-11,1.0333e+08,1.4599e+08,8.10839e+10,4.62453e+08,1.0399e+10,3.86919e+06,2.59375e+06,10711.5,7.07513e-06,7.07513e-07,1.40889e-07,2.86603e-07,1.63572e+12,12.3227,159.86,3.42821e+09,3.0913e-08,0.0310563,61.1257,1.80926e+09,5e+08,2.17338e+07,5.97325e-08,2.80986e-09,5.85356e-06,6.83025e-07,5.85356e-07,6.83019e-08,442.361,1.50479,0.150523,6.33703,4.96771,1.13658,5.71597,0.531791,0.177944,7.48875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,158.752,40751.9,3.12919,21486.9,1.50611e-07,5.17359e-07,5.73276e-05,6.97092e-05,1316.85,178293,25.9702,133017,8.59169e-09,6.78693e-11,1.07004e+08,1.46025e+08,8.1202e+10,4.64677e+08,1.0399e+10,3.87516e+06,2.59787e+06,11169.5,7.29177e-06,7.29177e-07,1.38675e-07,2.67814e-07,1.60176e+12,12.2878,160.181,3.43175e+09,3.09757e-08,0.0310506,61.1261,1.80927e+09,5e+08,2.17754e+07,5.88739e-08,2.62565e-09,6.03479e-06,7.04333e-07,6.03479e-07,7.04327e-08,439.224,1.54109,0.154154,6.29262,5.02805,1.14277,5.56567,0.517598,0.183076,7.56876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,158.75,41662.9,3.12919,21943.9,1.48285e-07,6.57052e-07,7.4379e-05,7.97255e-05,1316.85,181642,25.9702,135026,8.66812e-09,8.61948e-11,1.10641e+08,1.4607e+08,8.13182e+10,4.66913e+08,1.0399e+10,3.88104e+06,2.60193e+06,11629.8,7.50441e-06,7.50441e-07,1.36507e-07,3.40128e-07,1.5684e+12,12.2513,160.5,3.43544e+09,3.10383e-08,0.0310448,61.1265,1.80929e+09,5e+08,2.18166e+07,5.8031e-08,3.33461e-09,6.21275e-06,7.25271e-07,6.21275e-07,7.25265e-08,436.006,1.57563,0.157609,6.24703,5.08999,1.14914,5.42337,0.504158,0.188195,7.64438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
