time,V_C.nT1,V_C.T1,V_C.nT0,V_C.T0,V_C.nivolumab,V_C.cabozantinib,V_C.A_site1,V_C.A_site2,V_P.nT1,V_P.T1,V_P.nT0,V_P.T0,V_P.nivolumab,V_P.cabozantinib,V_T.C_x,V_T.T_exh,V_T.C1,V_T.T1,V_T.T0,V_T.APC,V_T.mAPC,V_T.c,V_T.P0,V_T.P1,V_T.nivolumab,V_T.cabozantinib,V_T.v_cabo,V_LN.nT1,V_LN.aT1,V_LN.T1,V_LN.IL2,V_LN.nT0,V_LN.aT0,V_LN.T0,V_LN.APC,V_LN.mAPC,V_LN.nivolumab,V_LN.cabozantinib,V_e.P0,V_e.p0,V_e.P1,V_e.p1,A_e.M1,A_e.M1p0,A_e.M1p1,A_s.M1,A_s.M1p0,A_s.M1p1,syn_CT.PD1_PDL1,syn_CT.PD1_PDL2,syn_CT.PD1_aPD1,syn_CT.PD1_aPD1_PD1,syn_CT.PDL1_aPDL1,syn_CT.PDL1_aPDL1_PDL1,syn_DN.CD28_CD80,syn_DN.CD28_CD80_CD28,syn_DN.CD28_CD86,syn_DN.PDL1_CD80,syn_DN.CTLA4_CD80,syn_DN.CTLA4_CD80_CTLA4,syn_DN.CD80_CTLA4_CD80,syn_DN.CTLA4_CD80_CTLA4_CD80,syn_DN.CTLA4_CD86,syn_DN.CD86_CTLA4_CD86,syn_DN.CTLA4_aCTLA4,syn_DN.CTLA4_aCTLA4_CTLA4,syn_DN.PDL1_aPDL1,syn_DN.PDL1_aPDL1_PDL1,Treg_P.CTLA4_aCTLA4,Treg_P.CTLA4_aCTLA4_CTLA4,Treg_T.CTLA4_aCTLA4,Treg_T.CTLA4_aCTLA4_CTLA4
171,158.136,384542,3.12914,191952,4.23366e-07,7.33873e-07,6.74138e-05,0.000176799,1312.67,1.83894e+06,25.9699,1.25976e+06,1.9491e-08,9.62725e-11,2.67143e+08,1.5588e+08,8.51785e+10,5.91464e+08,1.03893e+10,4.08976e+06,2.7513e+06,36087.7,1.56116e-05,1.56116e-06,3.64937e-07,3.79894e-07,1.79287e+11,8.17835,164.683,3.62946e+09,3.19606e-08,0.0307801,61.1216,1.81033e+09,5e+08,2.38979e+07,1.63063e-07,3.72449e-09,1.29961e-05,1.54791e-06,1.29961e-06,1.5479e-07,118.57,0.917087,0.091736,1.70744,11.1611,1.89018,1.69277,0.157264,0.672009,9.44951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,158.132,388092,3.12914,193738,4.16564e-07,6.92571e-07,6.2289e-05,0.000174307,1312.63,1.85799e+06,25.9699,1.27344e+06,1.9834e-08,9.08544e-11,2.67893e+08,1.55781e+08,8.51446e+10,5.9133e+08,1.03891e+10,4.0883e+06,2.75037e+06,36101.5,1.56676e-05,1.56676e-06,3.58853e-07,3.58514e-07,1.77634e+11,8.17112,164.679,3.62923e+09,3.19594e-08,0.03078,61.1216,1.81033e+09,5e+08,2.38933e+07,1.60296e-07,3.51488e-09,1.30441e-05,1.55369e-06,1.30441e-06,1.55369e-07,118.151,0.917324,0.0917597,1.70146,11.1681,1.89218,1.65712,0.153962,0.68477,9.46268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,158.127,391665,3.12914,195536,4.09909e-07,8.27517e-07,7.89631e-05,0.000182849,1312.6,1.87705e+06,25.9699,1.28715e+06,2.01534e-08,1.08557e-10,2.68678e+08,1.55689e+08,8.51093e+10,5.9123e+08,1.0389e+10,4.0868e+06,2.74941e+06,36125.4,1.57163e-05,1.57163e-06,3.52902e-07,4.2837e-07,1.76e+11,8.16397,164.676,3.629e+09,3.19585e-08,0.0307799,61.1216,1.81033e+09,5e+08,2.38886e+07,1.57588e-07,4.19975e-09,1.30861e-05,1.55875e-06,1.30861e-06,1.55875e-07,117.734,0.917119,0.0917392,1.69549,11.175,1.89417,1.62643,0.150965,0.695806,9.47407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,158.122,395232,3.12914,197330,4.03396e-07,7.79597e-07,7.29603e-05,0.000180271,1312.56,1.89614e+06,25.9699,1.30089e+06,2.04502e-08,1.02271e-10,2.69438e+08,1.55608e+08,8.50728e+10,5.91155e+08,1.03888e+10,4.08524e+06,2.74842e+06,36157.1,1.57585e-05,1.57585e-06,3.47084e-07,4.03564e-07,1.74399e+11,8.1569,164.674,3.62878e+09,3.19577e-08,0.0307797,61.1216,1.81033e+09,5e+08,2.38836e+07,1.54939e-07,3.95655e-09,1.31224e-05,1.56314e-06,1.31224e-06,1.56313e-07,117.319,0.916512,0.0916785,1.68957,11.1819,1.89616,1.60018,0.148326,0.705425,9.48376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,158.118,398786,3.12914,199118,3.97023e-07,7.35104e-07,6.74138e-05,0.000177729,1312.52,1.91525e+06,25.9699,1.31465e+06,2.07254e-08,9.6434e-11,2.70139e+08,1.55541e+08,8.50352e+10,5.91095e+08,1.03887e+10,4.08363e+06,2.74739e+06,36194.7,1.57948e-05,1.57948e-06,3.41393e-07,3.80531e-07,1.72832e+11,8.14989,164.673,3.62856e+09,3.19572e-08,0.0307796,61.1216,1.81033e+09,5e+08,2.38784e+07,1.52346e-07,3.73074e-09,1.31537e-05,1.56692e-06,1.31537e-06,1.56692e-07,116.908,0.915558,0.091583,1.68369,11.1888,1.89814,1.57785,0.146042,0.713766,9.49194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,158.113,402328,3.12914,200900,3.90784e-07,6.93784e-07,6.2289e-05,0.000175224,1312.48,1.93438e+06,25.9699,1.32844e+06,2.09797e-08,9.10135e-11,2.70767e+08,1.55487e+08,8.49965e+10,5.91046e+08,1.03885e+10,4.08196e+06,2.74633e+06,36236.6,1.58259e-05,1.58259e-06,3.35828e-07,3.59142e-07,1.713e+11,8.14294,164.673,3.62836e+09,3.19569e-08,0.0307795,61.1216,1.81033e+09,5e+08,2.3873e+07,1.49809e-07,3.52103e-09,1.31806e-05,1.57018e-06,1.31806e-06,1.57018e-07,116.502,0.914307,0.091458,1.67787,11.1955,1.90011,1.55898,0.144089,0.720924,9.49881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,158.109,405890,3.12914,202692,3.84677e-07,8.28713e-07,7.89632e-05,0.000183752,1312.44,1.95351e+06,25.9699,1.34225e+06,2.12141e-08,1.08714e-10,2.71316e+08,1.55445e+08,8.49567e+10,5.91e+08,1.03883e+10,4.08024e+06,2.74524e+06,36281.4,1.58524e-05,1.58524e-06,3.30381e-07,4.28989e-07,1.69784e+11,8.13606,164.673,3.62816e+09,3.19567e-08,0.0307793,61.1216,1.81033e+09,5e+08,2.38674e+07,1.47326e-07,4.20582e-09,1.32036e-05,1.57296e-06,1.32036e-06,1.57296e-07,116.1,0.912806,0.0913078,1.67213,11.2022,1.90207,1.54315,0.142436,0.72698,9.50456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,158.104,409446,3.12914,204480,3.78697e-07,7.80776e-07,7.29603e-05,0.000181162,1312.4,1.97267e+06,25.9699,1.35608e+06,2.14294e-08,1.02425e-10,2.71787e+08,1.55414e+08,8.49159e+10,5.90954e+08,1.03882e+10,4.07846e+06,2.74411e+06,36328,1.58749e-05,1.58749e-06,3.25052e-07,4.04174e-07,1.68299e+11,8.12923,164.673,3.62797e+09,3.19567e-08,0.0307792,61.1216,1.81033e+09,5e+08,2.38616e+07,1.44894e-07,3.96253e-09,1.3223e-05,1.57533e-06,1.3223e-06,1.57533e-07,115.705,0.911092,0.0911363,1.66646,11.2088,1.90402,1.53002,0.14105,0.732015,9.50933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,158.099,412987,3.12913,206261,3.72842e-07,7.36266e-07,6.74138e-05,0.000178608,1312.37,1.99183e+06,25.9699,1.36993e+06,2.16263e-08,9.65864e-11,2.72184e+08,1.55393e+08,8.48741e+10,5.90904e+08,1.0388e+10,4.07663e+06,2.74295e+06,36375.4,1.58938e-05,1.58938e-06,3.19838e-07,3.81133e-07,1.66846e+11,8.12246,164.674,3.62779e+09,3.19567e-08,0.0307791,61.1216,1.81033e+09,5e+08,2.38555e+07,1.42514e-07,3.73663e-09,1.32394e-05,1.57733e-06,1.32394e-06,1.57733e-07,115.315,0.909199,0.090947,1.66088,11.2152,1.90596,1.51927,0.139902,0.736105,9.51325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,158.095,416513,3.12913,208034,3.67107e-07,6.9493e-07,6.2289e-05,0.00017609,1312.33,2.01099e+06,25.9699,1.3838e+06,2.18057e-08,9.11638e-11,2.72512e+08,1.5538e+08,8.48313e+10,5.90848e+08,1.03878e+10,4.07475e+06,2.74174e+06,36423,1.59094e-05,1.59094e-06,3.14736e-07,3.59735e-07,1.65424e+11,8.11575,164.675,3.62761e+09,3.19568e-08,0.0307789,61.1216,1.81033e+09,5e+08,2.38492e+07,1.40184e-07,3.52685e-09,1.3253e-05,1.579e-06,1.3253e-06,1.57899e-07,114.932,0.907155,0.0907426,1.65539,11.2215,1.90789,1.51063,0.138965,0.739327,9.51645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,158.09,420060,3.12913,209817,3.6149e-07,8.29842e-07,7.89632e-05,0.000184606,1312.29,2.03016e+06,25.9699,1.39767e+06,2.19682e-08,1.08862e-10,2.72776e+08,1.55373e+08,8.47876e+10,5.90782e+08,1.03876e+10,4.07282e+06,2.74051e+06,36470,1.59221e-05,1.59221e-06,3.0974e-07,4.29573e-07,1.64017e+11,8.10909,164.676,3.62745e+09,3.19569e-08,0.0307788,61.1216,1.81033e+09,5e+08,2.38427e+07,1.37902e-07,4.21154e-09,1.32641e-05,1.58037e-06,1.32641e-06,1.58036e-07,114.556,0.904986,0.0905256,1.64999,11.2277,1.9098,1.50387,0.138217,0.741752,9.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,158.086,423597,3.12913,211595,3.55987e-07,7.8189e-07,7.29603e-05,0.000182004,1312.25,2.04934e+06,25.9698,1.41157e+06,2.21146e-08,1.02572e-10,2.72982e+08,1.55372e+08,8.47431e+10,5.90707e+08,1.03875e+10,4.07084e+06,2.73924e+06,36515.9,1.59322e-05,1.59322e-06,3.04849e-07,4.04751e-07,1.62639e+11,8.10249,164.677,3.62729e+09,3.1957e-08,0.0307787,61.1215,1.81033e+09,5e+08,2.38359e+07,1.35667e-07,3.96818e-09,1.3273e-05,1.58147e-06,1.3273e-06,1.58146e-07,114.187,0.902712,0.0902981,1.6447,11.2338,1.9117,1.49877,0.137635,0.743451,9.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,158.081,427118,3.12913,213364,3.50596e-07,7.37364e-07,6.74138e-05,0.000179438,1312.21,2.06851e+06,25.9698,1.42547e+06,2.22455e-08,9.67305e-11,2.73135e+08,1.55375e+08,8.46976e+10,5.90619e+08,1.03873e+10,4.06881e+06,2.73793e+06,36560.4,1.59399e-05,1.59399e-06,3.0006e-07,3.81701e-07,1.6129e+11,8.09594,164.677,3.62714e+09,3.19572e-08,0.0307786,61.1215,1.81034e+09,5e+08,2.38289e+07,1.33478e-07,3.74221e-09,1.32799e-05,1.58232e-06,1.32799e-06,1.58232e-07,113.825,0.900352,0.0900621,1.63951,11.2397,1.91358,1.49517,0.137203,0.744491,9.5225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,158.076,430622,3.12913,215126,3.45313e-07,6.96013e-07,6.2289e-05,0.000176908,1312.18,2.08768e+06,25.9698,1.43939e+06,2.23617e-08,9.13059e-11,2.73239e+08,1.55382e+08,8.46514e+10,5.90519e+08,1.03871e+10,4.06673e+06,2.7366e+06,36603.1,1.59454e-05,1.59454e-06,2.95372e-07,3.60296e-07,1.59969e+11,8.08946,164.678,3.62699e+09,3.19573e-08,0.0307785,61.1215,1.81034e+09,5e+08,2.38216e+07,1.31334e-07,3.53235e-09,1.32849e-05,1.58296e-06,1.32849e-06,1.58296e-07,113.471,0.897922,0.0898189,1.63443,11.2454,1.91545,1.4929,0.136903,0.744932,9.52357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,158.072,434145,3.12913,216896,3.40135e-07,8.3091e-07,7.89632e-05,0.000185413,1312.14,2.10684e+06,25.9698,1.45331e+06,2.24637e-08,1.09002e-10,2.73299e+08,1.55392e+08,8.46042e+10,5.90405e+08,1.03869e+10,4.06461e+06,2.73523e+06,36643.7,1.5949e-05,1.5949e-06,2.90779e-07,4.30126e-07,1.58662e+11,8.08303,164.678,3.62685e+09,3.19574e-08,0.0307783,61.1215,1.81034e+09,5e+08,2.38141e+07,1.29233e-07,4.21697e-09,1.32882e-05,1.5834e-06,1.32882e-06,1.5834e-07,113.125,0.895435,0.0895702,1.62945,11.251,1.9173,1.49182,0.136722,0.744833,9.52426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,158.067,437658,3.12913,218661,3.3506e-07,7.82942e-07,7.29603e-05,0.000182799,1312.1,2.126e+06,25.9698,1.46724e+06,2.25521e-08,1.0271e-10,2.73318e+08,1.55404e+08,8.45563e+10,5.90277e+08,1.03867e+10,4.06245e+06,2.73383e+06,36682,1.59509e-05,1.59509e-06,2.8628e-07,4.05295e-07,1.57382e+11,8.07665,164.679,3.62671e+09,3.19575e-08,0.0307782,61.1215,1.81034e+09,5e+08,2.38063e+07,1.27175e-07,3.97352e-09,1.32901e-05,1.58366e-06,1.32901e-06,1.58366e-07,112.786,0.892904,0.089317,1.62459,11.2565,1.91914,1.4918,0.136647,0.744248,9.52459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,158.063,441152,3.12913,220417,3.30085e-07,7.38402e-07,6.74139e-05,0.000180222,1312.06,2.14516e+06,25.9698,1.48117e+06,2.26276e-08,9.68666e-11,2.733e+08,1.55417e+08,8.45076e+10,5.90135e+08,1.03866e+10,4.06025e+06,2.7324e+06,36718,1.59511e-05,1.59511e-06,2.81873e-07,3.82238e-07,1.56128e+11,8.07034,164.679,3.62658e+09,3.19576e-08,0.0307781,61.1215,1.81034e+09,5e+08,2.37983e+07,1.25158e-07,3.74747e-09,1.32905e-05,1.58375e-06,1.32905e-06,1.58375e-07,112.455,0.890339,0.0890604,1.61983,11.2618,1.92096,1.49273,0.136666,0.743227,9.52462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,158.058,444627,3.12913,222163,3.25208e-07,6.97036e-07,6.2289e-05,0.000177681,1312.03,2.16429e+06,25.9698,1.4951e+06,2.26907e-08,9.14401e-11,2.73248e+08,1.55432e+08,8.44582e+10,5.89978e+08,1.03864e+10,4.058e+06,2.73094e+06,36751.5,1.59498e-05,1.59498e-06,2.77556e-07,3.60825e-07,1.54901e+11,8.06408,164.678,3.62646e+09,3.19576e-08,0.030778,61.1215,1.81034e+09,5e+08,2.379e+07,1.23182e-07,3.53754e-09,1.32897e-05,1.58369e-06,1.32897e-06,1.58369e-07,112.131,0.887749,0.0888014,1.61519,11.267,1.92276,1.49453,0.136771,0.741815,9.52437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,158.054,448121,3.12913,223918,3.20425e-07,8.31919e-07,7.89632e-05,0.000186175,1311.99,2.18341e+06,25.9698,1.50903e+06,2.27419e-08,1.09135e-10,2.73164e+08,1.55447e+08,8.4408e+10,5.89807e+08,1.03862e+10,4.05572e+06,2.72945e+06,36782.3,1.59472e-05,1.59472e-06,2.73325e-07,4.30648e-07,1.53686e+11,8.05788,164.678,3.62634e+09,3.19576e-08,0.0307779,61.1215,1.81034e+09,5e+08,2.37815e+07,1.21245e-07,4.22208e-09,1.32878e-05,1.58349e-06,1.32878e-06,1.58349e-07,111.816,0.885143,0.0885407,1.61066,11.272,1.92455,1.49709,0.136953,0.740054,9.52387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,158.049,451602,3.12913,225667,3.15734e-07,7.83937e-07,7.29604e-05,0.000183551,1311.95,2.20252e+06,25.9698,1.52297e+06,2.27818e-08,1.0284e-10,2.73051e+08,1.55463e+08,8.43571e+10,5.89621e+08,1.0386e+10,4.0534e+06,2.72794e+06,36810.5,1.59433e-05,1.59433e-06,2.69178e-07,4.0581e-07,1.52495e+11,8.05174,164.678,3.62622e+09,3.19576e-08,0.0307778,61.1215,1.81034e+09,5e+08,2.37727e+07,1.19346e-07,3.97857e-09,1.32847e-05,1.58316e-06,1.32847e-06,1.58316e-07,111.509,0.882527,0.088279,1.60624,11.2769,1.92633,1.50036,0.137204,0.737983,9.52315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,158.045,455063,3.12913,227405,3.11134e-07,7.39382e-07,6.74139e-05,0.000180963,1311.91,2.22161e+06,25.9698,1.5369e+06,2.28108e-08,9.69952e-11,2.72912e+08,1.55479e+08,8.43055e+10,5.89421e+08,1.03858e+10,4.05104e+06,2.7264e+06,36836.1,1.59382e-05,1.59382e-06,2.65114e-07,3.82746e-07,1.51329e+11,8.04566,164.677,3.62611e+09,3.19575e-08,0.0307777,61.1215,1.81034e+09,5e+08,2.37637e+07,1.17484e-07,3.75245e-09,1.32807e-05,1.58272e-06,1.32807e-06,1.58271e-07,111.209,0.879908,0.0880171,1.60193,11.2816,1.92809,1.50425,0.137516,0.735636,9.52221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,158.04,458503,3.12913,229133,3.06621e-07,6.98002e-07,6.2289e-05,0.000178412,1311.88,2.24068e+06,25.9698,1.55083e+06,2.28295e-08,9.15668e-11,2.72748e+08,1.55495e+08,8.42532e+10,5.89208e+08,1.03856e+10,4.04864e+06,2.72484e+06,36859,1.59321e-05,1.59321e-06,2.61131e-07,3.61325e-07,1.50188e+11,8.03964,164.676,3.62601e+09,3.19574e-08,0.0307776,61.1215,1.81034e+09,5e+08,2.37544e+07,1.15659e-07,3.54244e-09,1.32758e-05,1.58216e-06,1.32758e-06,1.58216e-07,110.917,0.877292,0.0877553,1.59774,11.2861,1.92983,1.5087,0.137885,0.733044,9.52108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,158.036,461961,3.12913,230870,3.02193e-07,8.32871e-07,7.89632e-05,0.000186896,1311.84,2.25972e+06,25.9698,1.56474e+06,2.28383e-08,1.0926e-10,2.72561e+08,1.55511e+08,8.42001e+10,5.8898e+08,1.03855e+10,4.04621e+06,2.72325e+06,36879.3,1.5925e-05,1.5925e-06,2.57225e-07,4.31141e-07,1.49057e+11,8.03368,164.676,3.6259e+09,3.19573e-08,0.0307775,61.1214,1.81034e+09,5e+08,2.37449e+07,1.1387e-07,4.22692e-09,1.32701e-05,1.58151e-06,1.32701e-06,1.5815e-07,110.633,0.874682,0.0874943,1.59365,11.2905,1.93155,1.51367,0.138304,0.730237,9.51978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,158.031,465405,3.12913,232600,2.97849e-07,7.84876e-07,7.29604e-05,0.000184261,1311.8,2.27874e+06,25.9698,1.57866e+06,2.28377e-08,1.02963e-10,2.72353e+08,1.55526e+08,8.41464e+10,5.8874e+08,1.03853e+10,4.04374e+06,2.72163e+06,36897,1.5917e-05,1.5917e-06,2.53395e-07,4.06296e-07,1.47949e+11,8.02778,164.675,3.6258e+09,3.19571e-08,0.0307775,61.1214,1.81034e+09,5e+08,2.37351e+07,1.12115e-07,3.98333e-09,1.32636e-05,1.58076e-06,1.32636e-06,1.58076e-07,110.357,0.872083,0.0872343,1.58968,11.2948,1.93326,1.5191,0.13877,0.72724,9.51832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,158.027,468827,3.12913,234319,2.93586e-07,7.40308e-07,6.74139e-05,0.000181663,1311.76,2.29773e+06,25.9698,1.59256e+06,2.28281e-08,9.71167e-11,2.72124e+08,1.55541e+08,8.40921e+10,5.88486e+08,1.03851e+10,4.04124e+06,2.71999e+06,36912.1,1.59081e-05,1.59081e-06,2.4964e-07,3.83225e-07,1.46863e+11,8.02194,164.673,3.6257e+09,3.19569e-08,0.0307774,61.1214,1.81034e+09,5e+08,2.37251e+07,1.10394e-07,3.75715e-09,1.32563e-05,1.57993e-06,1.32563e-06,1.57993e-07,110.088,0.8695,0.0869759,1.58582,11.2989,1.93496,1.52496,0.139276,0.724077,9.5167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,158.022,472226,3.12913,236026,2.89402e-07,6.98915e-07,6.2289e-05,0.000179102,1311.73,2.31669e+06,25.9698,1.60645e+06,2.28099e-08,9.16866e-11,2.71878e+08,1.55555e+08,8.40372e+10,5.88219e+08,1.03849e+10,4.03871e+06,2.71833e+06,36924.7,1.58985e-05,1.58985e-06,2.45957e-07,3.61798e-07,1.45801e+11,8.01616,164.672,3.62561e+09,3.19567e-08,0.0307773,61.1214,1.81034e+09,5e+08,2.37149e+07,1.08706e-07,3.54707e-09,1.32485e-05,1.57902e-06,1.32485e-06,1.57901e-07,109.827,0.866934,0.0867192,1.58206,11.3029,1.93664,1.53119,0.13982,0.720769,9.51495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,158.018,475643,3.12913,237742,2.85295e-07,8.33771e-07,7.89632e-05,0.000187576,1311.69,2.33562e+06,25.9698,1.62033e+06,2.27835e-08,1.09378e-10,2.71614e+08,1.55569e+08,8.39815e+10,5.87941e+08,1.03847e+10,4.03614e+06,2.71664e+06,36934.9,1.58882e-05,1.58882e-06,2.42344e-07,4.31607e-07,1.44748e+11,8.01043,164.671,3.62551e+09,3.19565e-08,0.0307772,61.1214,1.81034e+09,5e+08,2.37044e+07,1.0705e-07,4.23149e-09,1.324e-05,1.57803e-06,1.324e-06,1.57803e-07,109.573,0.864389,0.0864647,1.57841,11.3067,1.9383,1.53778,0.140399,0.717334,9.51307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,158.014,479043,3.12913,239450,2.81264e-07,7.85763e-07,7.29604e-05,0.000184931,1311.65,2.35452e+06,25.9698,1.63419e+06,2.27493e-08,1.0308e-10,2.71334e+08,1.55582e+08,8.39253e+10,5.8765e+08,1.03845e+10,4.03354e+06,2.71494e+06,36942.6,1.58772e-05,1.58772e-06,2.388e-07,4.06755e-07,1.43716e+11,8.00477,164.669,3.62542e+09,3.19563e-08,0.0307771,61.1214,1.81034e+09,5e+08,2.36936e+07,1.05425e-07,3.98784e-09,1.32309e-05,1.57698e-06,1.32309e-06,1.57697e-07,109.327,0.861867,0.0862124,1.57487,11.3104,1.93995,1.54468,0.141008,0.71379,9.51107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,158.009,482421,3.12913,241146,2.77305e-07,7.41183e-07,6.74139e-05,0.000182324,1311.62,2.37338e+06,25.9698,1.64804e+06,2.27077e-08,9.72314e-11,2.71039e+08,1.55595e+08,8.38685e+10,5.87348e+08,1.03843e+10,4.03091e+06,2.71321e+06,36948.1,1.58656e-05,1.58656e-06,2.35323e-07,3.83678e-07,1.42705e+11,7.99916,164.668,3.62534e+09,3.1956e-08,0.0307771,61.1214,1.81034e+09,5e+08,2.36827e+07,1.03831e-07,3.76159e-09,1.32213e-05,1.57586e-06,1.32213e-06,1.57585e-07,109.088,0.859371,0.0859627,1.57143,11.3139,1.94158,1.55187,0.141646,0.710152,9.50896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,158.005,485774,3.12913,242830,2.73419e-07,6.99777e-07,6.2289e-05,0.000179754,1311.58,2.3922e+06,25.9698,1.66187e+06,2.2659e-08,9.17997e-11,2.7073e+08,1.55607e+08,8.38111e+10,5.87035e+08,1.03841e+10,4.02825e+06,2.71146e+06,36951.3,1.58533e-05,1.58533e-06,2.31911e-07,3.62244e-07,1.41715e+11,7.99361,164.666,3.62525e+09,3.19557e-08,0.030777,61.1214,1.81034e+09,5e+08,2.36715e+07,1.02267e-07,3.55145e-09,1.32112e-05,1.57468e-06,1.32112e-06,1.57468e-07,108.856,0.856901,0.0857157,1.5681,11.3173,1.94319,1.55932,0.14231,0.706434,9.50674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,158,489144,3.12913,244523,2.69602e-07,8.34622e-07,7.89632e-05,0.000188219,1311.54,2.41098e+06,25.9698,1.67569e+06,2.26035e-08,1.09489e-10,2.70408e+08,1.55618e+08,8.3753e+10,5.86711e+08,1.03839e+10,4.02556e+06,2.70968e+06,36952.3,1.58406e-05,1.58406e-06,2.28563e-07,4.32047e-07,1.40733e+11,7.98812,164.665,3.62517e+09,3.19554e-08,0.0307769,61.1214,1.81034e+09,5e+08,2.36601e+07,1.00732e-07,4.2358e-09,1.32007e-05,1.57345e-06,1.32007e-06,1.57344e-07,108.632,0.854461,0.0854715,1.56486,11.3205,1.9448,1.56702,0.142997,0.702649,9.50443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,157.996,492498,3.12913,246207,2.65853e-07,7.86601e-07,7.29604e-05,0.000185565,1311.51,2.42972e+06,25.9698,1.68948e+06,2.25417e-08,1.0319e-10,2.70073e+08,1.55629e+08,8.36944e+10,5.86377e+08,1.03837e+10,4.02284e+06,2.70789e+06,36951.3,1.58274e-05,1.58274e-06,2.25277e-07,4.07189e-07,1.39771e+11,7.98268,164.663,3.62508e+09,3.19551e-08,0.0307769,61.1214,1.81034e+09,5e+08,2.36484e+07,9.92246e-08,3.99209e-09,1.31897e-05,1.57216e-06,1.31897e-06,1.57216e-07,108.414,0.85205,0.0852304,1.56173,11.3237,1.94638,1.57493,0.143706,0.698806,9.50202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,157.992,495826,3.12913,247879,2.62171e-07,7.42009e-07,6.74139e-05,0.000182949,1311.47,2.44842e+06,25.9698,1.70325e+06,2.24738e-08,9.73398e-11,2.69726e+08,1.55639e+08,8.36353e+10,5.86033e+08,1.03835e+10,4.0201e+06,2.70608e+06,36948.2,1.58136e-05,1.58136e-06,2.22051e-07,3.84106e-07,1.38828e+11,7.9773,164.661,3.625e+09,3.19548e-08,0.0307768,61.1213,1.81034e+09,5e+08,2.36366e+07,9.77456e-08,3.76578e-09,1.31784e-05,1.57083e-06,1.31784e-06,1.57083e-07,108.203,0.84967,0.0849923,1.5587,11.3266,1.94796,1.58305,0.144435,0.694917,9.49952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,157.987,499129,3.12913,249538,2.58554e-07,7.00592e-07,6.2289e-05,0.00018037,1311.43,2.46707e+06,25.9698,1.717e+06,2.24001e-08,9.19066e-11,2.69369e+08,1.55648e+08,8.35756e+10,5.8568e+08,1.03833e+10,4.01732e+06,2.70425e+06,36943.2,1.57995e-05,1.57995e-06,2.18885e-07,3.62666e-07,1.37905e+11,7.97198,164.66,3.62492e+09,3.19545e-08,0.0307767,61.1213,1.81034e+09,5e+08,2.36245e+07,9.62939e-08,3.55559e-09,1.31667e-05,1.56945e-06,1.31667e-06,1.56945e-07,108,0.847322,0.0847574,1.55576,11.3295,1.94952,1.59135,0.145181,0.690989,9.49695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
